CENTRE_CODE,SCHOOL,LOCALITY,YR3ENR,YR5ENR,YR7ENR,YR9ENR,YR3READMEAN,YR3WRITMEAN,YR3SPELMEAN,YR3GPMEAN,YR3NMCYMEAN,YR5READMEAN,YR5WRITMEAN,YR5SPELMEAN,YR5GPMEAN,YR5NMCYMEAN,YR7READMEAN,YR7WRITMEAN,YR7SPELMEAN,YR7GPMEAN,YR7NMCYMEAN,YR9READMEAN,YR9WRITMEAN,YR9SPELMEAN,YR9GPMEAN,YR9NMCYMEAN,YR3READPCTNMS,YR3WRITPCTNMS,YR3SPELPCTNMS,YR3GPPCTNMS,YR3NMCYPCTNMS,YR5READPCTNMS,YR5WRITPCTNMS,YR5SPELPCTNMS,YR5GPPCTNMS,YR5NMCYPCTNMS,YR7READPCTNMS,YR7WRITPCTNMS,YR7SPELPCTNMS,YR7GPPCTNMS,YR7NMCYPCTNMS,YR9READPCTNMS,YR9WRITPCTNMS,YR9SPELPCTNMS,YR9GPPCTNMS,YR9NMCYPCTNMS
"787","Kilcummin State School","Kilcummin Via Clermont ","6","4","--","--","431","435","459","465","418","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","100%","100%","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"168","Kilkivan State School","Kilkivan ","8","11","6","10","361","389","373","383","433","471","446","455","457","441","500","465","492","462","518","554","532","541","510","561","63%","88%","75%","75%","88%","82%","73%","73%","64%","82%","83%","83%","83%","67%","83%","90%","90%","70%","60%","100%"
"163","Killarney P-10 State School","Killarney ","16","16","11","21","365","353","322","349","333","477","396","432","446","455","486","473","511","482","509","542","504","544","546","554","87%","93%","93%","87%","73%","81%","63%","88%","63%","88%","91%","91%","91%","91%","100%","81%","67%","86%","90%","95%"
"2226","Kimberley College","Carbrook","--","--","--","181","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","593","578","571","567","554","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","100%","83%","92%","75%","92%"
"1937","Kimberley Park State School","Shailer Park ","108","118","74","--","421","415","404","425","403","488","443","481","488","474","548","514","539","549","540","--","--","--","--","--","95%","99%","94%","97%","96%","94%","83%","97%","96%","94%","97%","90%","93%","97%","97%","--","--","--","--","--"
"1534","Kin Kin State School","Kin Kin ","6","7","7","--","^","^","^","^","^","447","403","452","467","450","541","486","488","524","^","--","--","--","--","--","^","^","^","^","^","100%","83%","100%","100%","100%","100%","100%","100%","100%","^","--","--","--","--","--"
"1912","Kin Kora State School","Gladstone ","137","102","61","--","390","381","388","414","386","488","436","493","497","480","516","470","520","520","517","--","--","--","--","--","89%","90%","91%","92%","94%","90%","81%","93%","96%","93%","90%","81%","81%","88%","84%","--","--","--","--","--"
"753","Kindon State School","Via Goondiwindi ","2","--","--","--","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"5582","King's Christian College","Reedy Creek ","123","121","117","130","457","440","454","464","437","536","504","513","542","519","552","533","567","563","556","590","574","596","597","594","98%","100%","100%","98%","100%","97%","96%","98%","97%","97%","98%","99%","100%","99%","100%","98%","89%","98%","94%","100%"
"2044","Kingaroy State High School","Kingaroy ","--","--","--","211","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","562","530","560","551","569","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91%","73%","91%","84%","94%"
"995","Kingaroy State School","Kingaroy ","86","73","46","--","372","353","362","374","368","465","409","467","464","456","512","475","510","518","522","--","--","--","--","--","80%","80%","80%","81%","85%","87%","62%","84%","86%","90%","83%","79%","83%","83%","88%","--","--","--","--","--"
"1274","Kingsthorpe State School","Kingsthorpe ","25","30","16","--","373","374","376","400","382","484","453","475","483","476","491","469","500","493","518","--","--","--","--","--","78%","91%","91%","78%","91%","89%","89%","93%","81%","86%","88%","75%","81%","75%","94%","--","--","--","--","--"
"2139","Kingston College","Kingston ","--","--","--","156","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","522","501","537","521","539","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","76%","60%","84%","74%","93%"
"1348","Kingston State School","Kingston ","107","91","65","--","349","342","353","357","334","443","426","463","439","430","496","456","499","479","507","--","--","--","--","--","79%","82%","80%","84%","83%","80%","75%","85%","74%","77%","87%","73%","80%","75%","94%","--","--","--","--","--"
"415","Kioma State School","Via Toobeah ","5","2","--","--","350","432","349","374","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","100%","100%","80%","100%","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"616","Kippa-Ring State School","Kippa-Ring ","51","59","38","--","364","322","363","392","358","449","389","442","441","439","511","459","496","495","524","--","--","--","--","--","82%","78%","94%","90%","88%","88%","64%","81%","81%","81%","97%","71%","81%","83%","97%","--","--","--","--","--"
"2146","Kirwan State High School","Kirwan ","--","--","--","402","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","544","497","549","531","541","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","86%","57%","82%","77%","90%"
"1862","Kirwan State School","Kirwan ","112","99","71","--","382","376","379","392","379","476","444","487","491","468","512","475","528","523","532","--","--","--","--","--","93%","94%","93%","96%","96%","92%","85%","96%","93%","96%","100%","85%","92%","98%","98%","--","--","--","--","--"
"1078","Kogan State School","Kogan ","7","11","6","--","352","380","374","371","344","461","465","456","470","476","500","476","505","489","466","--","--","--","--","--","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","83%","83%","83%","83%","--","--","--","--","--"
"279","Kolan South State School","South Kolan, Bundaberg ","23","20","8","--","395","393","409","429","402","486","448","495","511","482","524","486","525","535","538","--","--","--","--","--","91%","100%","95%","95%","95%","89%","94%","100%","100%","94%","88%","63%","75%","88%","100%","--","--","--","--","--"
"1780","Koumala State School","Koumala ","15","13","6","--","418","385","384","435","429","509","460","466","522","460","532","519","494","587","589","--","--","--","--","--","100%","93%","93%","100%","100%","100%","92%","85%","92%","85%","100%","100%","80%","100%","100%","--","--","--","--","--"
"460","Kowanyama State School","Kowanyama ","17","19","15","10","272","261","353","333","318","355","332","372","360","337","410","294","445","394","439","450","340","428","421","454","50%","47%","82%","76%","65%","29%","17%","58%","32%","6%","31%","29%","43%","21%","46%","11%","0%","25%","0%","17%"
"1878","Kruger State School","Bellbird Park ","131","123","88","--","368","355","385","382","342","449","434","474","459","445","490","480","518","493","506","--","--","--","--","--","86%","83%","86%","88%","84%","82%","75%","84%","85%","80%","88%","85%","86%","81%","94%","--","--","--","--","--"
"1949","Kubin State School","Via Thursday Island ","2","5","1","--","^","^","^","^","^","345","421","471","344","408","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","0%","80%","80%","40%","80%","^","^","^","^","^","--","--","--","--","--"
"1472","Kulpi State School","Peranga ","2","1","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"1968","Kuluin State School","Maroochydore ","115","76","61","--","394","355","384","409","379","499","444","496","507","480","533","499","523","525","525","--","--","--","--","--","94%","90%","96%","95%","94%","92%","79%","95%","96%","94%","98%","89%","92%","95%","93%","--","--","--","--","--"
"1423","Kumbia State School","Kumbia ","18","10","5","--","415","400","415","433","390","505","473","502","521","492","563","502","552","555","567","--","--","--","--","--","89%","94%","89%","94%","100%","78%","75%","88%","88%","78%","100%","80%","100%","100%","100%","--","--","--","--","--"
"3040","Kuraby Special School","Kuraby ","4","4","6","9","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1462","Kuraby State School","Kuraby ","64","60","30","--","384","381","395","404","383","484","466","494","481","477","508","461","527","494","504","--","--","--","--","--","87%","89%","87%","83%","89%","88%","87%","86%","86%","91%","76%","67%","80%","80%","76%","--","--","--","--","--"
"5689","Kuranda District State College","Myola ","39","29","17","31","416","339","373","379","352","435","404","420","419","407","495","486","489","494","492","530","408","533","526","542","94%","77%","89%","86%","89%","70%","54%","70%","52%","52%","88%","71%","86%","79%","79%","71%","50%","71%","71%","85%"
"1958","Kurwongbah State School","Petrie ","147","100","42","--","410","387","396","417","403","507","455","496","512","487","544","499","543","536","545","--","--","--","--","--","92%","95%","94%","94%","98%","95%","86%","93%","94%","97%","100%","95%","95%","90%","100%","--","--","--","--","--"
"443","Labrador State School","Labrador ","145","102","24","--","399","386","406","418","380","489","455","501","482","469","543","484","542","532","548","--","--","--","--","--","88%","90%","89%","89%","88%","83%","79%","87%","84%","80%","77%","64%","77%","68%","86%","--","--","--","--","--"
"1676","Laidley District State School","Laidley ","68","52","44","--","351","354","352","337","348","435","423","434","443","414","509","464","506","497","497","--","--","--","--","--","85%","88%","89%","73%","86%","80%","71%","73%","73%","67%","90%","68%","83%","76%","95%","--","--","--","--","--"
"2163","Laidley State High School","Laidley ","--","--","--","136","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","545","509","561","539","549","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","80%","66%","79%","77%","86%"
"1009","Lake Clarendon State School","Lake Clarendon ","12","19","17","--","405","362","389","419","383","467","432","446","458","470","542","473","503","538","535","--","--","--","--","--","91%","100%","100%","91%","100%","89%","89%","72%","94%","100%","88%","71%","82%","82%","88%","--","--","--","--","--"
"202","Lakeland State School","Lakeland ","1","1","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"67","Lakes Creek State School","Rockhampton North ","19","15","14","--","339","325","325","356","326","468","416","464","495","448","496","439","505","494","506","--","--","--","--","--","67%","89%","56%","83%","67%","80%","67%","87%","87%","87%","69%","54%","85%","77%","100%","--","--","--","--","--"
"349","Landsborough State School","Landsborough ","32","38","22","--","407","375","384","421","432","491","437","468","486","461","521","470","495","509","499","--","--","--","--","--","95%","91%","86%","91%","95%","97%","76%","93%","93%","86%","83%","72%","83%","78%","89%","--","--","--","--","--"
"583","Laura State School","Laura ","4","1","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"329","Lawnton State School","Lawnton ","32","33","15","--","356","327","366","358","336","460","409","453","446","434","521","465","493","504","496","--","--","--","--","--","87%","87%","97%","94%","90%","90%","84%","81%","87%","84%","93%","71%","64%","79%","100%","--","--","--","--","--"
"1148","Leichhardt State School","Leichhardt ","36","27","21","--","335","332","333","313","330","412","349","418","399","400","481","453","491","466","474","--","--","--","--","--","78%","85%","74%","76%","87%","64%","42%","58%","50%","60%","76%","65%","75%","65%","67%","--","--","--","--","--"
"68","Leyburn State School","Leyburn ","6","3","--","--","397","282","382","367","385","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","83%","67%","100%","83%","83%","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"1","Lighthouse Christian School","Norman Gardens ","16","13","11","10","370","357","354","374","354","466","439","468","487","467","533","470","557","516","539","512","510","541","511","539","92%","100%","93%","93%","100%","85%","92%","92%","100%","92%","100%","73%","100%","82%","100%","70%","90%","90%","70%","100%"
"980","Linville State School","Linville ","3","8","2","--","^","^","^","^","^","520","459","466","495","502","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","100%","100%","80%","100%","80%","^","^","^","^","^","--","--","--","--","--"
"2331","Living Faith Lutheran Primary School","Murrumba Downs ","80","77","--","--","426","402","401","423","394","524","482","507","528","498","--","--","--","--","--","--","--","--","--","--","100%","99%","95%","99%","99%","99%","93%","95%","97%","99%","--","--","--","--","--","--","--","--","--","--"
"2417","Livingstone Christian College","Ormeau ","90","85","64","58","386","378","395","399","364","482","467","490","479","463","529","511","544","526","526","554","539","563","555","548","92%","93%","94%","98%","94%","99%","95%","100%","98%","95%","100%","97%","98%","92%","98%","88%","70%","82%","86%","93%"
"1119","Lochington State School","Via Springsure ","1","--","--","--","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"505","Lockhart State School","Lockhart  ","20","17","8","3","258","297","283","249","261","324","241","352","350","336","445","378","460","414","451","*","^","^","^","^","28%","67%","61%","50%","47%","13%","0%","44%","31%","23%","67%","67%","67%","33%","83%","*","^","^","^","^"
"1061","Lockrose State School","Lockrose ","2","9","6","--","^","^","^","^","^","442","397","488","452","431","493","494","485","497","476","--","--","--","--","--","^","^","^","^","^","78%","56%","100%","78%","89%","100%","100%","100%","100%","83%","--","--","--","--","--"
"2062","Lockyer District State High School","Gatton ","--","--","--","218","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","559","506","568","548","563","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92%","61%","88%","82%","93%"
"3001","Logan City Special School","Logan Central ","11","9","5","8","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"69","Logan Reserve State School","Logan Reserve ","56","45","33","--","411","395","432","417","393","507","465","503","507","480","509","476","500","496","480","--","--","--","--","--","94%","96%","98%","87%","98%","93%","91%","95%","95%","98%","94%","79%","88%","88%","84%","--","--","--","--","--"
"123","Logan Village State School","Logan Village ","79","83","41","--","383","359","371","401","390","493","459","485","501","477","537","511","522","525","540","--","--","--","--","--","93%","94%","87%","92%","96%","97%","95%","91%","96%","96%","97%","86%","92%","94%","100%","--","--","--","--","--"
"70","Loganholme State School","Loganholme ","83","73","24","--","410","388","404","424","407","491","427","488","495","501","514","490","530","521","549","--","--","--","--","--","99%","99%","97%","100%","100%","90%","75%","93%","94%","96%","95%","86%","86%","86%","95%","--","--","--","--","--"
"2153","Loganlea State High School","Loganlea ","--","--","--","104","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","523","478","525","518","537","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","81%","54%","74%","71%","92%"
"3611","Longreach School of Distance Education","Longreach ","24","13","8","7","395","385","381","408","405","465","427","436","453","439","550","499","510","551","549","^","^","^","^","^","81%","95%","95%","90%","100%","82%","82%","82%","82%","82%","100%","75%","100%","88%","100%","^","^","^","^","^"
"2112","Longreach State High School","Longreach ","--","--","--","42","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","553","533","563","545","550","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","87%","71%","87%","87%","95%"
"711","Longreach State School","Longreach ","34","45","17","--","399","399","394","434","399","503","456","473","509","470","537","510","506","531","513","--","--","--","--","--","85%","100%","91%","97%","97%","88%","79%","81%","86%","82%","100%","100%","88%","94%","94%","--","--","--","--","--"
"5349","Loreto College Coorparoo","Coorparoo ","--","--","--","135","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","612","609","617","621","615","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","99%","99%","100%","98%","100%"
"882","Lota State School","Lota ","36","15","13","--","407","373","407","404","373","517","440","502","514","463","536","518","556","556","522","--","--","--","--","--","97%","94%","100%","94%","100%","93%","100%","100%","100%","80%","75%","82%","82%","82%","83%","--","--","--","--","--"
"5350","Lourdes Hill College","Hawthorne ","--","--","--","211","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","616","603","607","615","606","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","99%","97%","98%","98%","100%"
"1010","Lower Tully State School","Lower Tully ","8","11","6","--","397","422","411","385","417","497","457","478","481","476","503","478","524","491","469","--","--","--","--","--","100%","100%","100%","100%","100%","91%","91%","91%","91%","91%","83%","83%","100%","67%","83%","--","--","--","--","--"
"1140","Lowmead State School","Lowmead ","1","--","--","--","*","*","*","*","*","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","*","*","*","*","*","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"2160","Lowood State High School","Lowood ","--","--","--","105","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","528","488","515","525","543","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","72%","52%","69%","76%","90%"
"242","Lowood State School","Lowood ","39","46","32","--","323","303","315","307","324","418","355","433","414","409","476","406","453","469","479","--","--","--","--","--","69%","76%","78%","68%","73%","65%","50%","76%","66%","67%","68%","52%","59%","66%","66%","--","--","--","--","--"
"418","Lundavra State School","Via Goondiwindi ","1","4","1","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"5529","Lutheran Ormeau Rivers District School","Ormeau  ","26","26","13","32","451","461","424","441","398","502","479","506","500","481","521","536","543","532","499","604","588","612","615","597","100%","100%","100%","100%","100%","92%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","96%","96%","100%","100%"
"383","Ma Ma Creek State School","Ma Ma Creek Via Grantham ","1","2","1","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"2161","Mabel Park State High School","Slacks Creek ","--","--","--","101","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","537","503","542","529","531","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","82%","58%","78%","73%","87%"
"356","Mabel Park State School","Slacks Creek ","96","95","45","--","356","351","371","361","347","455","434","467","459","441","494","470","498","491","487","--","--","--","--","--","88%","85%","94%","89%","91%","89%","85%","90%","78%","84%","91%","70%","86%","79%","88%","--","--","--","--","--"
"1942","Mabuiag Island State School","Via Thursday Island ","9","4","9","--","278","304","283","281","280","^","^","^","^","^","432","446","475","437","460","--","--","--","--","--","44%","78%","67%","56%","67%","^","^","^","^","^","56%","56%","67%","44%","89%","--","--","--","--","--"
"2124","MacGregor State High School","Macgregor ","--","--","--","277","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","567","552","586","567","584","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","87%","79%","86%","87%","95%"
"192","MacGregor State School","Macgregor ","172","178","87","--","452","432","487","504","449","527","499","547","577","540","593","557","598","616","619","--","--","--","--","--","96%","95%","96%","97%","97%","96%","95%","97%","98%","98%","98%","94%","96%","95%","98%","--","--","--","--","--"
"98","MacKillop Catholic Primary School (Andergrove)","Andergrove ","36","30","16","--","438","441","424","440","414","497","457","477","475","480","500","496","531","525","533","--","--","--","--","--","100%","100%","100%","100%","97%","93%","90%","90%","100%","97%","87%","80%","93%","93%","100%","--","--","--","--","--"
"1959","MacLeay Island State School","Macleay Island ","23","27","13","--","372","375","362","381","343","437","391","446","466","438","499","417","512","493","510","--","--","--","--","--","81%","94%","88%","100%","88%","84%","58%","73%","88%","88%","92%","58%","83%","92%","100%","--","--","--","--","--"
"758","Machans Beach State School","Machans Beach ","16","6","7","--","373","431","433","397","353","501","466","536","506","481","522","497","530","528","532","--","--","--","--","--","100%","93%","100%","93%","93%","83%","83%","83%","83%","67%","100%","100%","100%","100%","100%","--","--","--","--","--"
"71","Mackay Central State School","Mackay ","35","28","23","--","376","372","391","379","354","467","438","481","486","476","499","472","537","495","526","--","--","--","--","--","91%","100%","91%","88%","97%","92%","92%","92%","92%","96%","100%","91%","86%","82%","95%","--","--","--","--","--"
"5888","Mackay Christian College","North Mackay ","49","65","36","94","396","370","391","403","393","477","424","465","471","461","559","501","542","537","557","557","524","555","546","567","91%","93%","95%","98%","98%","92%","83%","92%","95%","89%","100%","100%","100%","91%","100%","85%","73%","91%","84%","97%"
"3082","Mackay District Special School","Mackay ","4","8","6","8","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2096","Mackay North State High School","North Mackay ","--","--","--","291","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","571","531","569","563","590","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","88%","73%","88%","84%","95%"
"746","Mackay North State School","North Mackay ","59","43","27","--","370","403","363","390","366","464","435","463","470","472","547","509","560","558","559","--","--","--","--","--","89%","100%","89%","89%","96%","95%","87%","87%","74%","95%","100%","92%","100%","100%","100%","--","--","--","--","--"
"7873","Mackay Northern Beaches State High School","Rural View  ","--","--","89","136","--","--","--","--","--","--","--","--","--","--","529","482","518","514","520","547","518","558","552","559","--","--","--","--","--","--","--","--","--","--","92%","80%","90%","87%","96%","83%","63%","90%","81%","98%"
"2009","Mackay State High School","Mackay ","--","--","--","201","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","569","546","579","556","580","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92%","85%","97%","89%","97%"
"501","Mackay West State School","Mackay West ","114","92","63","--","379","378","368","389","374","494","463","480","500","494","539","486","543","537","546","--","--","--","--","--","84%","92%","83%","92%","93%","93%","91%","89%","93%","95%","95%","80%","90%","92%","95%","--","--","--","--","--"
"101","Mackenzie River State School","Mackenzie River Via Dingo ","2","4","1","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"3012","Mackenzie State Primary & Special School","Mackenzie  ","5","6","7","6","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"608","Mackenzie State Primary and Special School (Primary)","Mackenzie ","10","2","8","--","458","379","369","401","383","^","^","^","^","^","576","476","524","549","590","--","--","--","--","--","89%","100%","90%","100%","100%","^","^","^","^","^","88%","75%","88%","100%","100%","--","--","--","--","--"
"324","Macknade State School","Macknade Via Ingham ","3","6","3","--","^","^","^","^","^","484","475","483","505","477","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","100%","100%","100%","100%","100%","^","^","^","^","^","--","--","--","--","--"
"1219","Magnetic Island State School","Nelly Bay ","26","20","22","--","387","374","374","394","376","521","457","489","497","487","552","528","578","537","560","--","--","--","--","--","79%","100%","88%","92%","92%","100%","90%","90%","95%","90%","100%","100%","100%","95%","100%","--","--","--","--","--"
"1214","Maidavale State School","Via Ayr ","2","1","3","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"2067","Malanda State High School","Malanda ","--","--","--","81","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","587","556","575","578","590","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94%","75%","89%","88%","96%"
"1396","Malanda State School","Malanda ","40","49","26","--","407","366","377","400","399","496","441","490","499","471","589","540","572","593","578","--","--","--","--","--","95%","95%","98%","100%","98%","91%","85%","98%","89%","89%","96%","91%","91%","96%","96%","--","--","--","--","--"
"2177","Maleny State High School","Maleny ","--","--","--","154","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","581","536","577","577","577","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","90%","80%","92%","87%","95%"
"1390","Maleny State School","Maleny ","61","61","42","--","404","359","376","424","387","513","435","471","490","510","570","510","549","563","544","--","--","--","--","--","88%","88%","89%","93%","100%","96%","84%","88%","92%","94%","92%","87%","95%","90%","92%","--","--","--","--","--"
"1941","Malu Kiwai State School","Via Thursday Island ","6","2","2","--","297","283","342","308","276","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","50%","50%","67%","50%","50%","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"7575","Mango Hill State School","Mango Hill  ","53","69","21","--","416","396","402","429","394","499","445","486","500","483","539","489","533","526","518","--","--","--","--","--","96%","100%","98%","94%","100%","98%","84%","95%","93%","98%","100%","84%","100%","89%","94%","--","--","--","--","--"
"1222","Manly State School","Manly ","96","69","45","--","474","415","444","478","448","522","455","490","526","504","595","539","565","605","591","--","--","--","--","--","100%","98%","99%","99%","100%","95%","89%","95%","98%","97%","100%","96%","98%","98%","100%","--","--","--","--","--"
"264","Manly West State School","Manly West ","65","60","33","--","422","385","400","411","389","502","427","467","500","476","545","482","522","524","524","--","--","--","--","--","94%","97%","95%","94%","95%","100%","81%","90%","97%","91%","97%","82%","88%","94%","97%","--","--","--","--","--"
"2059","Mansfield State High School","Mansfield ","--","--","--","376","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","612","593","622","623","638","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","98%","95%","99%","97%","99%"
"143","Mansfield State School","Mansfield ","110","129","64","--","428","402","419","453","416","521","479","517","536","508","558","524","559","556","579","--","--","--","--","--","96%","97%","96%","96%","97%","98%","95%","99%","98%","99%","100%","97%","94%","94%","98%","--","--","--","--","--"
"878","Mapleton State School","Mapleton Via Nambour ","15","23","17","--","447","393","444","442","500","544","465","510","515","512","545","537","528","563","548","--","--","--","--","--","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","--","--","--","--","--"
"320","Marburg State School","Marburg ","4","10","4","--","^","^","^","^","^","471","444","478","484","454","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","89%","100%","100%","100%","100%","^","^","^","^","^","--","--","--","--","--"
"2058","Mareeba State High School","Mareeba ","--","--","--","125","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","534","485","535","525","554","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","70%","61%","75%","71%","87%"
"653","Mareeba State School","Mareeba ","93","93","76","--","394","390","388","413","381","459","437","462","458","442","500","458","493","489","503","--","--","--","--","--","89%","95%","91%","91%","94%","82%","80%","81%","79%","81%","83%","66%","82%","75%","85%","--","--","--","--","--"
"5139","Marian Catholic School","Currajong ","53","53","27","--","424","395","398","433","395","521","474","504","505","478","552","503","528","536","556","--","--","--","--","--","96%","98%","98%","98%","100%","100%","90%","98%","100%","98%","96%","85%","81%","85%","100%","--","--","--","--","--"
"518","Marian State School","Marian ","86","70","41","--","411","397","423","426","394","487","435","478","490","476","538","522","542","541","550","--","--","--","--","--","94%","88%","93%","94%","94%","87%","84%","92%","95%","92%","92%","89%","92%","89%","95%","--","--","--","--","--"
"5307","Marist College Ashgrove","Ashgrove ","--","121","144","239","--","--","--","--","--","540","470","516","526","530","567","510","556","553","573","594","544","587","584","605","--","--","--","--","--","98%","96%","100%","98%","98%","98%","96%","99%","97%","99%","96%","81%","92%","92%","98%"
"204","Marist College Emerald","Emerald ","--","--","--","103","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","561","526","563","552","577","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","88%","79%","89%","87%","98%"
"1584","Marlborough State School","Marlborough ","4","3","1","--","^","^","^","^","^","^","^","^","^","^","*","*","*","*","*","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","*","*","*","*","*","--","--","--","--","--"
"1122","Marmor State School","Marmor ","2","4","3","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"2097","Maroochydore State High School","Maroochydore ","--","--","--","236","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","559","533","566","552","577","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","90%","71%","88%","85%","98%"
"1711","Maroochydore State School","Maroochydore ","31","26","29","--","356","324","351","371","368","479","445","472","486","477","550","482","530","545","559","--","--","--","--","--","72%","87%","80%","87%","90%","88%","81%","88%","88%","92%","100%","70%","93%","85%","96%","--","--","--","--","--"
