CENTRE_CODE,SCHOOL,LOCALITY,YR3ENR,YR5ENR,YR7ENR,YR9ENR,YR3READMEAN,YR3WRITMEAN,YR3SPELMEAN,YR3GPMEAN,YR3NMCYMEAN,YR5READMEAN,YR5WRITMEAN,YR5SPELMEAN,YR5GPMEAN,YR5NMCYMEAN,YR7READMEAN,YR7WRITMEAN,YR7SPELMEAN,YR7GPMEAN,YR7NMCYMEAN,YR9READMEAN,YR9WRITMEAN,YR9SPELMEAN,YR9GPMEAN,YR9NMCYMEAN,YR3READPCTNMS,YR3WRITPCTNMS,YR3SPELPCTNMS,YR3GPPCTNMS,YR3NMCYPCTNMS,YR5READPCTNMS,YR5WRITPCTNMS,YR5SPELPCTNMS,YR5GPPCTNMS,YR5NMCYPCTNMS,YR7READPCTNMS,YR7WRITPCTNMS,YR7SPELPCTNMS,YR7GPPCTNMS,YR7NMCYPCTNMS,YR9READPCTNMS,YR9WRITPCTNMS,YR9SPELPCTNMS,YR9GPPCTNMS,YR9NMCYPCTNMS
"363","Nambour State School","Nambour","46","58","--","--","411","388","386","430","373","454","425","469","470","459","--","--","--","--","--","--","--","--","--","--","89%","92%","87%","95%","92%","88%","73%","90%","92%","94%","--","--","--","--","--","--","--","--","--","--"
"2157","Nanango State High School","Nanango","--","--","79","92","--","--","--","--","--","--","--","--","--","--","528","475","525","519","519","553","487","560","545","572","--","--","--","--","--","--","--","--","--","--","97%","77%","85%","89%","95%","83%","54%","76%","71%","90%"
"77","Nanango State School","Nanango","65","72","--","--","390","365","357","403","382","472","449","459","472","459","--","--","--","--","--","--","--","--","--","--","95%","87%","92%","95%","95%","88%","81%","81%","90%","91%","--","--","--","--","--","--","--","--","--","--"
"1200","Narangba State School","Narangba","131","107","--","--","422","411","395","440","393","494","474","482","512","478","--","--","--","--","--","--","--","--","--","--","97%","98%","97%","97%","98%","95%","90%","94%","95%","96%","--","--","--","--","--","--","--","--","--","--"
"444","Narangba Valley State High School","Narangba","--","--","327","474","--","--","--","--","--","--","--","--","--","--","543","515","558","559","540","570","553","592","583","586","--","--","--","--","--","--","--","--","--","--","99%","92%","96%","96%","99%","94%","84%","94%","91%","99%"
"1725","Narangba Valley State School","Narangba","175","142","--","--","433","420","419","464","415","509","502","513","539","499","--","--","--","--","--","--","--","--","--","--","98%","100%","100%","99%","99%","98%","97%","98%","98%","100%","--","--","--","--","--","--","--","--","--","--"
"3140","Narbethong State Special School","Buranda","8","2","3","7","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"479","Nashville State School","Brighton","52","37","--","--","431","366","397","422","385","491","465","483","507","483","--","--","--","--","--","--","--","--","--","--","96%","88%","94%","94%","96%","89%","89%","86%","86%","97%","--","--","--","--","--","--","--","--","--","--"
"184","Nebo State School","Nebo","11","4","--","--","425","429","402","395","395","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","100%","100%","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"2169","Nerang State High School","Nerang","--","--","195","168","--","--","--","--","--","--","--","--","--","--","517","487","534","521","515","554","529","563","553","565","--","--","--","--","--","--","--","--","--","--","96%","85%","91%","91%","98%","94%","70%","87%","86%","96%"
"218","Nerang State School","Nerang","59","58","--","--","390","399","376","397","374","479","445","469","479","464","--","--","--","--","--","--","--","--","--","--","93%","96%","95%","84%","93%","93%","82%","87%","89%","96%","--","--","--","--","--","--","--","--","--","--"
"943","New Farm State School","New Farm","48","50","--","--","465","440","445","486","447","538","484","513","544","518","--","--","--","--","--","--","--","--","--","--","98%","100%","100%","100%","100%","100%","100%","96%","94%","98%","--","--","--","--","--","--","--","--","--","--"
"228","Newmarket State School","Newmarket","25","31","--","--","496","442","450","513","464","541","502","525","545","527","--","--","--","--","--","--","--","--","--","--","96%","100%","100%","100%","100%","100%","97%","100%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"1227","Newtown State School","Toowoomba","69","48","--","--","373","362","353","387","356","465","419","469","471","456","--","--","--","--","--","--","--","--","--","--","84%","88%","81%","90%","91%","77%","67%","81%","79%","85%","--","--","--","--","--","--","--","--","--","--"
"1735","Nobby State School","Nobby","8","5","--","--","422","387","392","416","377","507","460","473","527","492","--","--","--","--","--","--","--","--","--","--","88%","88%","88%","88%","88%","80%","80%","80%","80%","100%","--","--","--","--","--","--","--","--","--","--"
"5303","Noosa Christian College","Cooroy","23","26","19","21","395","410","410","437","383","515","474","501","519","513","538","497","555","543","548","590","536","579","580","599","87%","100%","96%","91%","95%","100%","96%","100%","100%","100%","94%","94%","100%","100%","100%","95%","80%","90%","85%","100%"
"2088","Noosa District State High School","Cooroy","--","--","--","264","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","565","544","569","564","578","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","90%","84%","90%","90%","99%"
"2292","Noosa District State High School - Pomona Campus","Pomona","--","--","238","--","--","--","--","--","--","--","--","--","--","--","546","496","541","541","551","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","97%","89%","93%","94%","99%","--","--","--","--","--"
"270","Noosa Pengari Steiner School","Doonan","28","26","25","15","*","*","*","*","*","^","^","^","^","^","582","521","567","599","557","^","^","^","^","^","*","*","*","*","*","^","^","^","^","^","100%","100%","100%","100%","100%","^","^","^","^","^"
"175","Noosaville State School","Noosaville","73","76","--","--","421","406","407","417","382","492","456","486","479","476","--","--","--","--","--","--","--","--","--","--","91%","96%","91%","94%","96%","93%","90%","90%","92%","97%","--","--","--","--","--","--","--","--","--","--"
"1741","Norfolk Village State School","Ormeau","137","139","--","--","418","431","410","439","389","494","482","495","497","486","--","--","--","--","--","--","--","--","--","--","98%","98%","98%","98%","99%","98%","96%","98%","96%","98%","--","--","--","--","--","--","--","--","--","--"
"926","Norman Park State School","Norman Park","62","54","--","--","453","450","414","482","442","538","503","506","533","534","--","--","--","--","--","--","--","--","--","--","98%","100%","98%","98%","100%","100%","96%","94%","98%","100%","--","--","--","--","--","--","--","--","--","--"
"360","Normanton State School","Normanton","17","12","10","10","358","316","348","350","320","421","408","425","407","424","476","402","496","435","460","470","401","448","414","500","67%","71%","64%","64%","64%","56%","50%","60%","40%","56%","78%","22%","78%","44%","75%","33%","0%","38%","25%","86%"
"1863","Norris Road State School","Bracken Ridge","88","82","--","--","441","417","407","459","410","484","466","485","493","481","--","--","--","--","--","--","--","--","--","--","96%","99%","96%","99%","96%","92%","86%","89%","91%","96%","--","--","--","--","--","--","--","--","--","--"
"469","North Arm State School","Via Yandina","51","48","--","--","414","405","390","428","413","514","480","502","505","506","--","--","--","--","--","--","--","--","--","--","98%","100%","96%","100%","100%","93%","96%","100%","93%","100%","--","--","--","--","--","--","--","--","--","--"
"2324","North Lakes State College","North Lakes","152","184","314","321","418","409","401","445","400","504","478","500","505","492","549","508","551","550","547","567","533","587","562","581","95%","98%","98%","98%","99%","96%","93%","97%","91%","99%","97%","89%","94%","94%","97%","91%","76%","94%","92%","97%"
"2041","North Rockhampton State High School","Rockhampton North","--","--","171","171","--","--","--","--","--","--","--","--","--","--","514","457","527","521","516","545","475","561","550","552","--","--","--","--","--","--","--","--","--","--","93%","72%","86%","80%","95%","85%","58%","83%","81%","91%"
"211","Northern Beaches State High School","Deeragun","--","--","139","133","--","--","--","--","--","--","--","--","--","--","515","465","512","497","506","537","504","546","526","556","--","--","--","--","--","--","--","--","--","--","86%","70%","77%","74%","91%","87%","66%","83%","75%","98%"
"5703","Northern Peninsula Area College - Bamaga Junior Campus","Bamaga","37","26","--","--","320","327","323","331","320","384","344","432","396","397","--","--","--","--","--","--","--","--","--","--","75%","84%","73%","78%","79%","56%","27%","73%","62%","72%","--","--","--","--","--","--","--","--","--","--"
"5704","Northern Peninsula Area College - Injinoo Junior Campus","Injinoo","28","15","--","--","279","321","284","290","289","370","366","399","374","409","--","--","--","--","--","--","--","--","--","--","50%","78%","56%","60%","76%","40%","33%","54%","38%","89%","--","--","--","--","--","--","--","--","--","--"
"5971","Northern Peninsula Area State College","Bamaga","--","--","41","33","--","--","--","--","--","--","--","--","--","--","467","444","516","448","460","467","420","517","454","512","--","--","--","--","--","--","--","--","--","--","79%","68%","96%","50%","69%","43%","19%","62%","33%","86%"
"281","Northgate State School","Nundah","31","28","--","--","434","410","425","445","405","507","473","500","517","472","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","93%","96%","92%","85%","89%","93%","88%","--","--","--","--","--","--","--","--","--","--"
"5476","Northpine Christian College","Dakabin","75","61","53","61","466","447","437","487","441","500","475","492","496","484","571","507","553","554","544","582","553","595","581","590","99%","99%","99%","99%","99%","96%","93%","95%","93%","100%","100%","90%","96%","100%","100%","95%","87%","94%","94%","100%"
"5578","Northside Christian College","Everton Park","89","90","98","107","473","430","423","478","434","542","503","520","569","516","581","545","566","586","570","612","592","604","603","617","100%","100%","100%","99%","99%","100%","99%","100%","100%","100%","100%","97%","99%","100%","99%","99%","95%","98%","97%","99%"
"1957","Northview State School","Mount Pleasant","50","39","--","--","395","380","378","404","377","513","485","493","518","489","--","--","--","--","--","--","--","--","--","--","83%","85%","83%","85%","85%","95%","95%","95%","92%","100%","--","--","--","--","--","--","--","--","--","--"
"445","Norville State School","Bundaberg","98","101","--","--","410","388","378","428","398","482","444","464","485","479","--","--","--","--","--","--","--","--","--","--","90%","94%","87%","89%","92%","88%","84%","87%","89%","92%","--","--","--","--","--","--","--","--","--","--"
"785","Numinbah Valley State School","Numinbah Valley Via Nerang","4","1","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"43","Nundah State School","Nundah","119","99","--","--","457","423","429","463","414","515","480","516","516","490","--","--","--","--","--","--","--","--","--","--","95%","98%","97%","97%","97%","96%","93%","93%","97%","97%","--","--","--","--","--","--","--","--","--","--"
"3084","Nursery Road State Special School","Holland Park","10","5","13","10","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1238","Oakenden State School","Sarina","2","2","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"2099","Oakey State High School","Oakey","--","--","69","80","--","--","--","--","--","--","--","--","--","--","536","506","535","522","519","553","518","553","548","561","--","--","--","--","--","--","--","--","--","--","94%","89%","87%","81%","94%","88%","70%","80%","88%","100%"
"166","Oakey State School","Oakey","47","53","--","--","371","369","357","399","339","466","441","469","456","456","--","--","--","--","--","--","--","--","--","--","86%","88%","81%","93%","83%","96%","83%","87%","87%","98%","--","--","--","--","--","--","--","--","--","--"
"331","Oakleigh State School","Ashgrove","76","65","--","--","481","413","447","477","421","528","508","523","539","517","--","--","--","--","--","--","--","--","--","--","100%","97%","100%","99%","97%","98%","98%","100%","95%","100%","--","--","--","--","--","--","--","--","--","--"
"620","Oakwood State School","Bundaberg","12","17","--","--","381","367","391","387","338","472","448","462","464","475","--","--","--","--","--","--","--","--","--","--","83%","92%","83%","83%","92%","93%","93%","100%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"51","One Mile State School","Gympie","56","62","--","--","401","385","378","404","366","467","451","464","481","474","--","--","--","--","--","--","--","--","--","--","96%","98%","90%","86%","94%","91%","84%","86%","91%","97%","--","--","--","--","--","--","--","--","--","--"
"556","Oonoonba State School","Oonoonba","72","69","--","--","421","411","394","409","368","500","461","480","489","484","--","--","--","--","--","--","--","--","--","--","97%","100%","97%","92%","90%","95%","90%","93%","90%","97%","--","--","--","--","--","--","--","--","--","--"
"1271","Orion State School","Orion Via Springsure","2","2","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"336","Ormeau State School","Pimpama","121","105","--","--","416","385","385","415","388","485","470","490","486","481","--","--","--","--","--","--","--","--","--","--","96%","92%","93%","93%","94%","96%","94%","97%","96%","100%","--","--","--","--","--","--","--","--","--","--"
"6136","Ormeau Woods State High School","Ormeau","--","--","186","197","--","--","--","--","--","--","--","--","--","--","536","503","548","535","538","572","555","594","575","588","--","--","--","--","--","--","--","--","--","--","98%","92%","97%","96%","99%","98%","85%","96%","96%","100%"
"5796","Ormiston College","Ormiston","78","97","119","135","448","458","425","477","447","546","512","517","543","541","586","537","581","595","632","632","595","630","634","673","100%","100%","99%","100%","99%","100%","100%","99%","100%","100%","100%","97%","99%","100%","100%","100%","98%","100%","100%","100%"
"23","Ormiston State School","Ormiston","88","84","--","--","444","429","420","461","420","511","461","490","512","494","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","100%","99%","100%","95%","95%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"74","Osborne State School","Via Home Hill","4","1","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"5267","Our Lady Help of Christians School (Earlville)","Earlville","84","69","--","--","442","419","407","468","426","496","471","483","487","492","--","--","--","--","--","--","--","--","--","--","95%","99%","94%","95%","100%","94%","91%","93%","93%","100%","--","--","--","--","--","--","--","--","--","--"
"5024","Our Lady Help of Christians School (Hendra)","Hendra","31","17","--","--","423","409","418","434","401","497","496","514","516","481","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","97%","97%","100%","100%","100%","94%","94%","--","--","--","--","--","--","--","--","--","--"
"5026","Our Lady of Dolours School (Mitchelton)","Mitchelton","28","22","--","--","450","438","425","491","405","534","493","515","525","496","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","100%","96%","100%","95%","95%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"5027","Our Lady of Fatima Primary School (Acacia Ridge)","Acacia Ridge","17","23","--","--","395","410","412","406","368","434","455","457","458","436","--","--","--","--","--","--","--","--","--","--","100%","100%","88%","94%","81%","83%","91%","91%","87%","91%","--","--","--","--","--","--","--","--","--","--"
"5117","Our Lady of Good Counsel School (Gatton)","Gatton","37","45","--","--","393","402","384","405","367","491","465","481","488","485","--","--","--","--","--","--","--","--","--","--","94%","100%","91%","94%","94%","91%","86%","89%","89%","93%","--","--","--","--","--","--","--","--","--","--"
"5236","Our Lady of Lourdes Primary School","Ingham","31","33","--","--","409","432","379","400","367","475","478","487","492","486","--","--","--","--","--","--","--","--","--","--","97%","97%","97%","97%","90%","94%","97%","97%","100%","97%","--","--","--","--","--","--","--","--","--","--"
"5028","Our Lady of Lourdes Primary School (Sunnybank)","Sunnybank","77","75","--","--","437","420","404","444","408","506","502","508","520","508","--","--","--","--","--","--","--","--","--","--","97%","99%","99%","97%","100%","99%","97%","95%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"5153","Our Lady of Lourdes Primary School (Toowoomba)","Toowoomba","49","46","--","--","428","408","409","444","411","535","493","487","546","523","--","--","--","--","--","--","--","--","--","--","96%","100%","98%","100%","98%","100%","98%","100%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"5030","Our Lady of Mount Carmel School (Coorparoo)","Coorparoo","79","42","--","--","469","455","443","486","425","534","523","517","558","505","--","--","--","--","--","--","--","--","--","--","99%","97%","99%","99%","99%","100%","100%","100%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"5192","Our Lady of The Sacred Heart Catholic Primary School (Springsure)","Springsure","11","9","--","--","427","411","404","400","385","467","451","441","458","478","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","91%","100%","100%","78%","78%","89%","100%","--","--","--","--","--","--","--","--","--","--"
"5031","Our Lady of the Angels' School (Wavell Heights)","Wavell Heights","84","56","--","--","455","435","438","474","426","530","520","519","515","509","--","--","--","--","--","--","--","--","--","--","98%","100%","100%","100%","99%","100%","98%","100%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"5032","Our Lady of the Assumption School (Enoggera)","Enoggera","53","51","--","--","450","450","422","490","430","526","498","500","525","491","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","98%","100%","96%","96%","98%","90%","98%","--","--","--","--","--","--","--","--","--","--"
"5137","Our Lady of the Rosary School (Caloundra)","Caloundra","44","40","--","--","420","407","384","440","403","492","488","497","487","478","--","--","--","--","--","--","--","--","--","--","98%","98%","90%","98%","100%","97%","98%","97%","95%","97%","--","--","--","--","--","--","--","--","--","--"
"5033","Our Lady of the Rosary School (Kenmore)","Kenmore","84","55","--","--","462","443","439","470","418","543","513","526","542","513","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","100%","99%","100%","98%","96%","94%","100%","--","--","--","--","--","--","--","--","--","--"
"5268","Our Lady of the Sacred Heart School (Thursday Island)","Thursday Island","22","14","--","--","361","291","343","310","309","429","449","450","420","430","--","--","--","--","--","--","--","--","--","--","89%","64%","95%","74%","61%","100%","92%","100%","83%","83%","--","--","--","--","--","--","--","--","--","--"
"5034","Our Lady of the Sacred Heart School Darra","Darra","86","70","--","--","395","373","376","408","376","497","484","495","522","486","--","--","--","--","--","--","--","--","--","--","95%","98%","90%","95%","94%","91%","96%","96%","97%","99%","--","--","--","--","--","--","--","--","--","--"
"5189","Our Lady of the Southern Cross College","Dalby","38","55","58","53","425","397","401","438","385","482","454","475","482","467","519","507","518","514","521","567","545","573","570","579","97%","97%","100%","100%","100%","96%","91%","91%","95%","94%","98%","91%","89%","95%","100%","94%","92%","94%","88%","98%"
"5035","Our Lady of the Way School (Petrie)","Petrie","51","39","--","--","420","395","404","419","390","466","452","475","470","468","--","--","--","--","--","--","--","--","--","--","90%","96%","96%","90%","90%","92%","76%","92%","95%","95%","--","--","--","--","--","--","--","--","--","--"
"5413","Our Lady's Catholic Primary School (Longreach)","Longreach","18","14","--","--","373","371","346","368","346","467","467","473","456","443","--","--","--","--","--","--","--","--","--","--","89%","94%","89%","89%","94%","86%","93%","86%","86%","86%","--","--","--","--","--","--","--","--","--","--"
"5356","Our Lady's College","Annerley","--","--","50","62","--","--","--","--","--","--","--","--","--","--","553","524","548","558","535","585","570","575","573","576","--","--","--","--","--","--","--","--","--","--","100%","88%","90%","94%","96%","97%","91%","88%","86%","98%"
"1970","Oxenford State School","Oxenford","71","68","--","--","392","401","383","396","377","480","452","497","483","465","--","--","--","--","--","--","--","--","--","--","95%","100%","95%","98%","97%","94%","83%","100%","92%","92%","--","--","--","--","--","--","--","--","--","--"
"79","Oxley State School","Oxley","69","54","--","--","451","399","415","474","404","503","492","493","520","501","--","--","--","--","--","--","--","--","--","--","99%","99%","96%","100%","97%","94%","88%","92%","92%","98%","--","--","--","--","--","--","--","--","--","--"
"2330","Pacific Lutheran College","Meridan Plains","60","78","96","97","436","420","403","441","398","534","479","518","513","520","556","525","548","550","555","596","565","601","575","614","100%","100%","98%","100%","96%","100%","99%","97%","96%","100%","99%","97%","93%","97%","99%","97%","85%","97%","94%","99%"
"1991","Pacific Paradise State School","Pacific Paradise","77","94","--","--","398","402","383","394","381","481","459","476","474","470","--","--","--","--","--","--","--","--","--","--","97%","100%","100%","96%","96%","91%","88%","95%","90%","92%","--","--","--","--","--","--","--","--","--","--"
"1745","Pacific Pines State High School","Pacific Pines","--","--","245","259","--","--","--","--","--","--","--","--","--","--","532","494","539","529","536","564","538","573","567","584","--","--","--","--","--","--","--","--","--","--","99%","86%","93%","92%","100%","94%","83%","93%","92%","100%"
"1744","Pacific Pines State School","Pacific Pines","125","137","--","--","423","412","399","438","414","494","472","488","493","497","--","--","--","--","--","--","--","--","--","--","96%","98%","96%","99%","99%","95%","93%","95%","98%","100%","--","--","--","--","--","--","--","--","--","--"
"5300","Padua College","Kedron","--","142","175","176","--","--","--","--","--","521","485","504","513","509","571","539","558","556","572","590","566","591","573","610","--","--","--","--","--","100%","98%","99%","98%","100%","99%","98%","97%","96%","100%","99%","87%","94%","94%","100%"
"831","Pallara State School","Pallara","33","32","--","--","420","433","414","450","389","486","475","485","502","455","--","--","--","--","--","--","--","--","--","--","91%","91%","91%","91%","85%","97%","100%","97%","97%","94%","--","--","--","--","--","--","--","--","--","--"
"240","Palm Beach State School","Palm Beach","66","64","--","--","421","399","397","437","393","489","468","499","505","484","--","--","--","--","--","--","--","--","--","--","93%","92%","95%","93%","95%","100%","95%","98%","95%","97%","--","--","--","--","--","--","--","--","--","--"
"2129","Palm Beach-Currumbin State High School","Palm Beach","--","--","447","433","--","--","--","--","--","--","--","--","--","--","551","525","561","555","552","577","548","592","570","585","--","--","--","--","--","--","--","--","--","--","98%","95%","99%","96%","100%","95%","83%","95%","93%","99%"
"592","Palmwoods State School","Palmwoods","82","62","--","--","425","424","400","422","391","497","494","502","530","494","--","--","--","--","--","--","--","--","--","--","99%","100%","97%","96%","99%","98%","98%","98%","98%","100%","--","--","--","--","--","--","--","--","--","--"
"983","Park Avenue State School","Rockhampton North","14","20","--","--","375","379","352","360","327","479","452","445","442","442","--","--","--","--","--","--","--","--","--","--","90%","100%","90%","90%","73%","100%","94%","89%","94%","100%","--","--","--","--","--","--","--","--","--","--"
"5700","Park Lake State School","Pacific Pines","133","94","--","--","418","408","405","431","394","492","462","487","491","487","--","--","--","--","--","--","--","--","--","--","95%","98%","97%","97%","98%","98%","95%","97%","99%","96%","--","--","--","--","--","--","--","--","--","--"
"2187","Park Ridge State High School","Park Ridge","--","--","205","209","--","--","--","--","--","--","--","--","--","--","522","488","530","517","515","554","528","563","546","562","--","--","--","--","--","--","--","--","--","--","98%","87%","92%","89%","96%","90%","76%","88%","83%","98%"
"515","Park Ridge State School","Park Ridge","65","78","--","--","402","394","386","394","362","452","468","464","460","455","--","--","--","--","--","--","--","--","--","--","97%","98%","95%","94%","94%","85%","89%","92%","83%","92%","--","--","--","--","--","--","--","--","--","--"
"1467","Parke State School","Tinana South","10","8","--","--","433","433","418","462","396","509","471","486","500","468","--","--","--","--","--","--","--","--","--","--","89%","100%","100%","100%","100%","100%","86%","100%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"922","Parkhurst State School","Parkhurst","49","47","--","--","394","372","364","391","368","476","445","479","482","476","--","--","--","--","--","--","--","--","--","--","96%","98%","94%","89%","89%","88%","75%","88%","88%","90%","--","--","--","--","--","--","--","--","--","--"
"2327","Parklands Christian College","Park Ridge","58","53","48","36","424","415","409","429","417","489","473","492","510","496","545","528","546","559","544","584","562","599","585","602","94%","96%","100%","96%","96%","96%","94%","98%","100%","100%","96%","93%","91%","93%","98%","89%","89%","93%","82%","96%"
"639","Parramatta State School","Parramatta Park, Cairns","58","42","--","--","380","389","378","374","346","430","404","452","422","416","--","--","--","--","--","--","--","--","--","--","96%","94%","88%","92%","80%","84%","69%","92%","69%","82%","--","--","--","--","--","--","--","--","--","--"
"1486","Patrick Estate State School","Patrick Estate Via Lowood","3","4","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"1864","Patricks Road State School","Ferny Hills","101","78","--","--","461","441","426","502","442","536","495","514","543","519","--","--","--","--","--","--","--","--","--","--","99%","99%","98%","100%","99%","99%","99%","99%","99%","99%","--","--","--","--","--","--","--","--","--","--"
"286","Payne Road State School","The Gap","44","41","--","--","440","403","396","447","417","537","465","498","537","501","--","--","--","--","--","--","--","--","--","--","86%","89%","86%","84%","86%","97%","93%","97%","100%","97%","--","--","--","--","--","--","--","--","--","--"
"5772","Peace Lutheran College","Kamerunga","40","49","63","60","444","416","413","432","406","512","494","498","496","495","535","484","546","526","516","587","551","586","571","582","94%","100%","97%","97%","100%","94%","96%","98%","94%","98%","93%","79%","95%","85%","97%","96%","86%","96%","86%","100%"
"5762","Peace Lutheran Primary School (Gatton)","Gatton","36","26","--","--","372","356","369","377","364","460","438","470","454","458","--","--","--","--","--","--","--","--","--","--","74%","91%","94%","74%","97%","92%","85%","96%","81%","100%","--","--","--","--","--","--","--","--","--","--"
"672","Peachester State School","Peachester","11","12","--","--","375","331","380","392","355","506","451","487","489","465","--","--","--","--","--","--","--","--","--","--","100%","89%","89%","89%","100%","100%","92%","100%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"86","Peak Crossing State School","Peak Crossing","31","22","--","--","412","411","393","413","382","497","483","481","498","500","--","--","--","--","--","--","--","--","--","--","94%","97%","93%","100%","94%","95%","95%","86%","95%","100%","--","--","--","--","--","--","--","--","--","--"
"467","Pentland State School","Pentland","2","1","--","--","^","^","^","^","^","*","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","*","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"2415","Peregian Beach College","Peregian Beach","16","7","16","4","472","443","428","486","405","499","470","498","504","505","529","495","538","540","514","^","^","^","^","^","100%","100%","100%","100%","94%","100%","100%","100%","100%","100%","100%","92%","92%","92%","92%","^","^","^","^","^"
"1712","Peregian Springs State School","Peregian Springs","113","112","--","--","439","427","407","446","410","514","490","502","516","503","--","--","--","--","--","--","--","--","--","--","97%","100%","100%","100%","100%","98%","95%","98%","98%","99%","--","--","--","--","--","--","--","--","--","--"
"183","Petrie State School","Petrie","96","80","--","--","375","366","358","385","366","467","420","456","476","462","--","--","--","--","--","--","--","--","--","--","82%","94%","88%","93%","92%","90%","75%","84%","85%","91%","--","--","--","--","--","--","--","--","--","--"
"80","Petrie Terrace State School","Paddington","32","26","--","--","479","433","439","494","431","528","497","489","516","497","--","--","--","--","--","--","--","--","--","--","97%","94%","97%","97%","97%","100%","96%","85%","88%","92%","--","--","--","--","--","--","--","--","--","--"
"419","Pialba State School","Pialba","79","63","--","--","375","349","347","371","357","469","434","452","460","455","--","--","--","--","--","--","--","--","--","--","84%","84%","75%","78%","85%","86%","68%","78%","80%","85%","--","--","--","--","--","--","--","--","--","--"
"422","Pilton State School","Via Clifton","--","5","--","--","--","--","--","--","--","447","490","444","485","475","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","100%","80%","80%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"2049","Pimlico State High School","Pimlico","--","--","302","312","--","--","--","--","--","--","--","--","--","--","546","499","551","542","535","576","536","584","569","585","--","--","--","--","--","--","--","--","--","--","96%","85%","93%","92%","98%","94%","76%","92%","89%","97%"
"9331","Pimpama State Primary College","Pimpama","26","22","--","--","428","389","413","426","395","491","495","497","498","474","--","--","--","--","--","--","--","--","--","--","96%","92%","92%","96%","96%","100%","100%","95%","100%","95%","--","--","--","--","--","--","--","--","--","--"
"81","Pimpama State School","Pimpama","78","78","--","--","416","401","392","428","391","503","486","503","515","488","--","--","--","--","--","--","--","--","--","--","92%","96%","92%","96%","99%","99%","96%","99%","97%","99%","--","--","--","--","--","--","--","--","--","--"
"8044","Pimpama State Secondary College","Pimpama","--","--","233","188","--","--","--","--","--","--","--","--","--","--","535","492","545","529","529","560","521","582","556","567","--","--","--","--","--","--","--","--","--","--","97%","82%","93%","89%","97%","92%","75%","92%","87%","95%"
"1408","Pindi Pindi State School","Pindi Pindi Via Calen","3","3","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"5793","Pine Community School (Arana Hills)","Arana Hills","12","10","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"3011","Pine Rivers Special School","Lawnton","10","6","4","12","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
