snapshot_date,snapshot_month,loan_id,state,lvr_band,borrower_type,property_type,employment_type,lender,arrears_bucket,days_in_arrears,arrears_amount,loan_amount
2023-02-01,Feb 2023,LMI11470,NSW,90-95%,First Home Buyer,Land,PAYG,Bendigo Bank,30,33,4035.81,1164200
2023-02-01,Feb 2023,LMI11515,NSW,80-85%,Owner Occupier,House,PAYG,Westpac,30,30,9421.42,1047700
2023-02-01,Feb 2023,LMI11518,NSW,85-90%,Owner Occupier,House,PAYG,NAB,60,49,10804.11,1556900
2023-02-01,Feb 2023,LMI11535,QLD,90-95%,Investor,Apartment,Self-Employed,ANZ,30,41,4248.16,518100
2023-02-01,Feb 2023,LMI11536,NSW,85-90%,First Home Buyer,House,PAYG,NAB,60,67,10956.48,1341400
2023-02-01,Feb 2023,LMI11599,VIC,85-90%,First Home Buyer,Apartment,Self-Employed,ANZ,30,40,2191.49,983700
2023-02-01,Feb 2023,LMI11636,SA,95%+,Owner Occupier,House,Self-Employed,Commonwealth Bank,30,45,1262.22,412800
2023-02-01,Feb 2023,LMI11730,QLD,90-95%,Investor,House,PAYG,NAB,30,20,2464.88,512400
2023-02-01,Feb 2023,LMI11801,QLD,85-90%,Owner Occupier,House,Contract,Commonwealth Bank,60,59,3763.55,655200
2023-02-01,Feb 2023,LMI11835,VIC,95%+,Owner Occupier,House,Self-Employed,Commonwealth Bank,30,41,8200.2,1013000
2023-02-01,Feb 2023,LMI11844,NSW,85-90%,Owner Occupier,House,PAYG,Commonwealth Bank,60,74,6573.34,1278500
2023-02-01,Feb 2023,LMI11917,WA,95%+,Owner Occupier,House,PAYG,Bank of Queensland,30,33,3638.18,597600
2023-02-01,Feb 2023,LMI11932,NSW,90-95%,Owner Occupier,House,PAYG,ANZ,30,20,9242.86,1379900
2023-02-01,Feb 2023,LMI11951,VIC,85-90%,First Home Buyer,House,PAYG,Westpac,30,32,4955.23,857600
2023-03-01,Mar 2023,LMI10054,VIC,95%+,Refinancer,House,PAYG,ANZ,60,65,3781.07,975100
2023-03-01,Mar 2023,LMI10089,NSW,85-90%,Owner Occupier,House,PAYG,Bendigo Bank,90,82,4323.87,1015400
2023-03-01,Mar 2023,LMI10103,NSW,85-90%,First Home Buyer,House,PAYG,Westpac,30,15,5917.06,1503100
2023-03-01,Mar 2023,LMI10104,NSW,90-95%,First Home Buyer,Townhouse,PAYG,ANZ,30,37,5363.85,698100
2023-03-01,Mar 2023,LMI10107,VIC,90-95%,First Home Buyer,Apartment,Self-Employed,Westpac,90+,159,7012.53,1119400
2023-03-01,Mar 2023,LMI10128,NSW,90-95%,First Home Buyer,House,PAYG,ANZ,30,41,10676.77,1237100
2023-03-01,Mar 2023,LMI10135,VIC,90-95%,Owner Occupier,House,Self-Employed,ING,30,30,2082.89,990300
2023-03-01,Mar 2023,LMI10140,QLD,80-85%,Owner Occupier,House,PAYG,Westpac,30,42,1776.93,342500
2023-03-01,Mar 2023,LMI10172,NSW,85-90%,Investor,Townhouse,PAYG,ANZ,90+,127,4424.32,1357300
2023-03-01,Mar 2023,LMI10188,WA,85-90%,Investor,Apartment,Self-Employed,Suncorp,30,37,2054.58,689400
2023-03-01,Mar 2023,LMI10215,NSW,95%+,First Home Buyer,House,PAYG,Bank of Queensland,60,57,4316.43,1512100
2023-03-01,Mar 2023,LMI10240,VIC,95%+,First Home Buyer,Apartment,Contract,Commonwealth Bank,30,15,4702.85,1042300
2023-03-01,Mar 2023,LMI10250,NSW,≤80%,Owner Occupier,Townhouse,PAYG,Commonwealth Bank,60,54,5160.12,803300
2023-03-01,Mar 2023,LMI10309,SA,90-95%,Owner Occupier,Townhouse,PAYG,NAB,30,28,1936.52,571100
2023-03-01,Mar 2023,LMI10402,VIC,90-95%,First Home Buyer,House,PAYG,Commonwealth Bank,30,21,1351.06,657500
2023-03-01,Mar 2023,LMI10425,NSW,80-85%,Investor,House,Contract,Commonwealth Bank,30,15,1570.69,723900
2023-03-01,Mar 2023,LMI10520,VIC,85-90%,Investor,Apartment,PAYG,ANZ,90,84,6712.31,1013700
2023-03-01,Mar 2023,LMI10549,WA,90-95%,Owner Occupier,Apartment,PAYG,Commonwealth Bank,60,70,3123.48,381400
2023-03-01,Mar 2023,LMI10595,NSW,80-85%,Owner Occupier,Apartment,PAYG,Commonwealth Bank,60,49,2837.46,1239600
2023-03-01,Mar 2023,LMI10606,NSW,95%+,Owner Occupier,Apartment,Self-Employed,NAB,90,84,7728.59,920200
2023-03-01,Mar 2023,LMI10655,QLD,90-95%,Owner Occupier,Apartment,Self-Employed,Westpac,30,37,3814.29,769400
2023-03-01,Mar 2023,LMI10681,NSW,80-85%,Owner Occupier,House,PAYG,Commonwealth Bank,30,30,5608.65,792900
2023-03-01,Mar 2023,LMI10682,SA,80-85%,First Home Buyer,House,PAYG,Macquarie,30,37,2019.98,580200
2023-03-01,Mar 2023,LMI10742,NSW,90-95%,Owner Occupier,Apartment,Contract,Commonwealth Bank,30,24,7698.98,990300
2023-03-01,Mar 2023,LMI10756,NSW,80-85%,Owner Occupier,Apartment,PAYG,Suncorp,30,18,5582.76,1291000
2023-03-01,Mar 2023,LMI10794,QLD,90-95%,Owner Occupier,House,PAYG,Macquarie,30,25,7105.7,796300
2023-03-01,Mar 2023,LMI10833,VIC,95%+,Owner Occupier,House,PAYG,NAB,30,22,2575.29,569400
2023-03-01,Mar 2023,LMI10861,QLD,80-85%,Owner Occupier,Apartment,PAYG,NAB,60,58,803.71,362000
2023-03-01,Mar 2023,LMI10874,VIC,90-95%,Investor,House,PAYG,Commonwealth Bank,30,40,5951.39,1181400
2023-03-01,Mar 2023,LMI10881,WA,80-85%,First Home Buyer,House,PAYG,Bendigo Bank,60,65,1082.77,394500
2023-03-01,Mar 2023,LMI10894,QLD,90-95%,Investor,House,PAYG,ING,30,18,3431.09,644700
2023-03-01,Mar 2023,LMI10956,SA,90-95%,Owner Occupier,Apartment,Self-Employed,ING,30,29,1183.74,490400
2023-03-01,Mar 2023,LMI10972,NSW,≤80%,First Home Buyer,House,Self-Employed,Commonwealth Bank,90,78,2601.5,577700
2023-03-01,Mar 2023,LMI11005,VIC,90-95%,Owner Occupier,House,Contract,ANZ,30,25,7620.69,864800
2023-03-01,Mar 2023,LMI11045,QLD,90-95%,Investor,Apartment,PAYG,Westpac,30,38,2085.92,838300
2023-03-01,Mar 2023,LMI11124,VIC,95%+,Investor,Townhouse,Self-Employed,Macquarie,90,83,7091.76,1109000
2023-03-01,Mar 2023,LMI11134,NSW,85-90%,Owner Occupier,House,Self-Employed,Commonwealth Bank,30,34,7817.59,1301600
2023-03-01,Mar 2023,LMI11221,VIC,85-90%,First Home Buyer,House,Self-Employed,Macquarie,30,39,2146.75,1002800
2023-03-01,Mar 2023,LMI11305,VIC,80-85%,First Home Buyer,House,Self-Employed,NAB,30,15,6230.69,980900
2023-03-01,Mar 2023,LMI11391,QLD,95%+,First Home Buyer,House,PAYG,Commonwealth Bank,60,59,5223.21,685200
2023-03-01,Mar 2023,LMI11423,VIC,95%+,First Home Buyer,House,PAYG,Commonwealth Bank,30,35,4323.04,1000600
2023-03-01,Mar 2023,LMI11488,NSW,90-95%,Investor,House,Self-Employed,Westpac,30,15,4283.41,961000
2023-03-01,Mar 2023,LMI11498,ACT,95%+,First Home Buyer,House,PAYG,ANZ,30,35,8385.41,1118200
2023-03-01,Mar 2023,LMI11503,WA,80-85%,Refinancer,House,PAYG,Bendigo Bank,90,90,1752.02,499100
2023-03-01,Mar 2023,LMI11560,QLD,85-90%,First Home Buyer,House,PAYG,AMP Bank,30,25,2542.79,496400
2023-03-01,Mar 2023,LMI11597,VIC,90-95%,First Home Buyer,House,PAYG,Westpac,90,85,7549.57,874300
2023-03-01,Mar 2023,LMI11626,NSW,≤80%,Owner Occupier,House,PAYG,Commonwealth Bank,60,60,1346.85,558500
2023-03-01,Mar 2023,LMI11678,NSW,85-90%,Owner Occupier,Apartment,PAYG,Macquarie,90+,101,3206.08,1597400
2023-03-01,Mar 2023,LMI11715,NSW,85-90%,Investor,House,PAYG,Westpac,90,84,2812.87,658600
2023-03-01,Mar 2023,LMI11717,NSW,85-90%,Investor,House,PAYG,Westpac,30,39,9350.23,1228300
2023-03-01,Mar 2023,LMI11734,NSW,95%+,Refinancer,House,Self-Employed,ANZ,60,59,6366.72,809500
2023-03-01,Mar 2023,LMI11750,NSW,80-85%,Owner Occupier,House,PAYG,Westpac,30,21,6170.96,830300
2023-03-01,Mar 2023,LMI11758,VIC,95%+,Owner Occupier,House,PAYG,Bank of Queensland,30,43,8699.8,1111800
2023-03-01,Mar 2023,LMI11766,NSW,90-95%,Investor,Apartment,Contract,ANZ,30,18,8485.33,1059300
2023-03-01,Mar 2023,LMI11769,SA,90-95%,First Home Buyer,House,Self-Employed,Westpac,30,27,1301.79,456400
2023-03-01,Mar 2023,LMI11795,QLD,85-90%,First Home Buyer,Apartment,PAYG,Commonwealth Bank,30,44,2831.12,445600
2023-03-01,Mar 2023,LMI11802,NSW,90-95%,Owner Occupier,House,PAYG,ANZ,30,19,4087.58,1341500
2023-03-01,Mar 2023,LMI11807,VIC,95%+,Investor,House,PAYG,Macquarie,60,67,7335.09,1010800
2023-03-01,Mar 2023,LMI11844,NSW,85-90%,Owner Occupier,House,PAYG,Commonwealth Bank,60,70,11014.6,1278500
2023-03-01,Mar 2023,LMI11879,NSW,90-95%,Investor,House,PAYG,NAB,30,25,5110.4,1093600
2023-03-01,Mar 2023,LMI11886,VIC,90-95%,Investor,House,Self-Employed,ANZ,60,51,9556.45,1145300
2023-03-01,Mar 2023,LMI11927,NSW,95%+,First Home Buyer,House,PAYG,NAB,30,18,6215.64,1112200
2023-03-01,Mar 2023,LMI11940,VIC,85-90%,First Home Buyer,House,Contract,NAB,30,43,5514.58,1085400
2023-03-01,Mar 2023,LMI11977,NSW,90-95%,First Home Buyer,Apartment,PAYG,Bendigo Bank,30,36,2272.83,727600
2023-03-01,Mar 2023,LMI11985,NSW,90-95%,Owner Occupier,Townhouse,PAYG,ING,30,34,7488.93,1360700
2023-03-01,Mar 2023,LMI11992,WA,90-95%,Owner Occupier,House,PAYG,Westpac,30,28,3478.15,446600
2023-04-01,Apr 2023,LMI10018,NSW,90-95%,First Home Buyer,Land,PAYG,ANZ,90+,151,3100.83,1318900
2023-04-01,Apr 2023,LMI10064,NSW,90-95%,Investor,Apartment,PAYG,Bendigo Bank,90,79,2623.45,1088100
2023-04-01,Apr 2023,LMI10103,NSW,85-90%,First Home Buyer,House,PAYG,Westpac,30,15,4440.16,1503100
2023-04-01,Apr 2023,LMI10227,QLD,90-95%,First Home Buyer,House,PAYG,ANZ,60,68,2064.85,541500
2023-04-01,Apr 2023,LMI10235,VIC,85-90%,First Home Buyer,House,PAYG,Commonwealth Bank,30,43,2273.14,549900
2023-04-01,Apr 2023,LMI10324,SA,85-90%,First Home Buyer,House,PAYG,ANZ,30,39,1677.94,478700
2023-04-01,Apr 2023,LMI10349,NSW,85-90%,First Home Buyer,House,PAYG,ANZ,60,46,8845.72,1101300
2023-04-01,Apr 2023,LMI10406,VIC,90-95%,Investor,Apartment,PAYG,Westpac,60,74,6555.39,993600
2023-04-01,Apr 2023,LMI10462,VIC,≤80%,Owner Occupier,House,PAYG,NAB,30,37,1540.86,467100
2023-04-01,Apr 2023,LMI10478,VIC,90-95%,First Home Buyer,Apartment,Contract,Westpac,60,58,5173.17,835800
2023-04-01,Apr 2023,LMI10520,VIC,85-90%,Investor,Apartment,PAYG,ANZ,90+,161,8339.79,1013700
2023-04-01,Apr 2023,LMI10526,NSW,90-95%,First Home Buyer,Apartment,PAYG,Bank of Queensland,30,17,3020.98,1143300
2023-04-01,Apr 2023,LMI10606,NSW,95%+,Owner Occupier,Apartment,Self-Employed,NAB,30,33,8174.7,920200
2023-04-01,Apr 2023,LMI10629,NSW,90-95%,First Home Buyer,House,Contract,Westpac,30,40,7824.32,1377700
2023-04-01,Apr 2023,LMI10668,QLD,90-95%,Investor,Apartment,PAYG,Commonwealth Bank,60,51,5619.2,811700
2023-04-01,Apr 2023,LMI10687,VIC,95%+,Owner Occupier,Townhouse,PAYG,Westpac,60,52,1827.69,842200
2023-04-01,Apr 2023,LMI10701,NSW,85-90%,Investor,House,PAYG,NAB,30,43,6764.75,869600
2023-04-01,Apr 2023,LMI10732,NSW,95%+,Owner Occupier,House,PAYG,Commonwealth Bank,30,37,3048.88,834500
2023-04-01,Apr 2023,LMI10742,NSW,90-95%,Owner Occupier,Apartment,Contract,Commonwealth Bank,30,37,5941.66,990300
2023-04-01,Apr 2023,LMI10771,NSW,85-90%,Owner Occupier,House,Contract,Commonwealth Bank,30,41,9884.34,1261600
2023-04-01,Apr 2023,LMI10776,VIC,90-95%,First Home Buyer,Apartment,PAYG,Bank of Queensland,30,43,2736.28,602400
2023-04-01,Apr 2023,LMI10784,NSW,80-85%,Owner Occupier,House,Self-Employed,Westpac,30,27,6630.44,1299600
2023-04-01,Apr 2023,LMI10792,QLD,90-95%,Investor,House,Contract,ANZ,90+,130,1545.69,582500
2023-04-01,Apr 2023,LMI10800,VIC,90-95%,First Home Buyer,Apartment,Self-Employed,Macquarie,30,40,4690.52,1000700
2023-04-01,Apr 2023,LMI10819,NSW,85-90%,Owner Occupier,House,PAYG,Commonwealth Bank,30,15,2732.19,1245500
2023-04-01,Apr 2023,LMI10870,WA,85-90%,First Home Buyer,House,PAYG,Bendigo Bank,30,21,1944.0,610500
2023-04-01,Apr 2023,LMI10881,WA,80-85%,First Home Buyer,House,PAYG,Bendigo Bank,60,69,832.7,394500
2023-04-01,Apr 2023,LMI10886,NSW,85-90%,Refinancer,Townhouse,PAYG,ANZ,30,25,2081.92,733100
2023-04-01,Apr 2023,LMI10945,ACT,85-90%,Owner Occupier,House,PAYG,Commonwealth Bank,90,89,8650.86,984300
2023-04-01,Apr 2023,LMI10981,QLD,95%+,Owner Occupier,House,Self-Employed,NAB,60,63,6825.07,782100
2023-04-01,Apr 2023,LMI11035,VIC,90-95%,Investor,House,PAYG,Macquarie,30,31,3075.66,1092600
2023-04-01,Apr 2023,LMI11041,WA,85-90%,First Home Buyer,House,PAYG,Bendigo Bank,60,55,2005.67,719800
2023-04-01,Apr 2023,LMI11059,VIC,90-95%,Refinancer,Apartment,Self-Employed,NAB,30,33,3651.51,825200
2023-04-01,Apr 2023,LMI11063,SA,90-95%,First Home Buyer,House,PAYG,ANZ,30,27,1354.08,362900
2023-04-01,Apr 2023,LMI11083,QLD,80-85%,Owner Occupier,House,Self-Employed,Commonwealth Bank,30,44,4694.97,538600
2023-04-01,Apr 2023,LMI11118,NSW,90-95%,Investor,House,Self-Employed,Macquarie,30,23,6904.33,816900
2023-04-01,Apr 2023,LMI11144,VIC,90-95%,First Home Buyer,Apartment,Self-Employed,Bank of Queensland,60,64,5763.34,952200
2023-04-01,Apr 2023,LMI11150,NSW,85-90%,Owner Occupier,Townhouse,PAYG,Westpac,60,62,3769.18,854600
2023-04-01,Apr 2023,LMI11162,QLD,80-85%,Investor,Apartment,PAYG,Commonwealth Bank,30,20,6549.73,764100
2023-04-01,Apr 2023,LMI11194,NSW,80-85%,First Home Buyer,Townhouse,Self-Employed,ANZ,30,26,2319.05,702800
2023-04-01,Apr 2023,LMI11206,NSW,90-95%,Owner Occupier,Apartment,PAYG,ANZ,60,59,5475.51,1009700
2023-04-01,Apr 2023,LMI11251,NSW,90-95%,Owner Occupier,Apartment,Contract,ANZ,30,26,12823.24,1449300
2023-04-01,Apr 2023,LMI11318,QLD,95%+,Refinancer,House,PAYG,NAB,30,36,6510.79,810600
2023-04-01,Apr 2023,LMI11432,WA,85-90%,Owner Occupier,Townhouse,PAYG,Westpac,30,21,1359.67,359000
2023-04-01,Apr 2023,LMI11470,NSW,90-95%,First Home Buyer,Land,PAYG,Bendigo Bank,60,63,9403.52,1164200
2023-04-01,Apr 2023,LMI11556,VIC,≤80%,Owner Occupier,House,PAYG,Commonwealth Bank,30,22,1593.72,787800
2023-04-01,Apr 2023,LMI11619,VIC,85-90%,Investor,House,PAYG,Westpac,30,20,2029.16,774900
2023-04-01,Apr 2023,LMI11630,WA,95%+,First Home Buyer,House,Self-Employed,Commonwealth Bank,30,22,1912.0,515300
2023-04-01,Apr 2023,LMI11643,VIC,90-95%,First Home Buyer,Townhouse,Contract,Commonwealth Bank,60,51,3263.31,666600
2023-04-01,Apr 2023,LMI11652,QLD,80-85%,Investor,House,PAYG,ANZ,60,68,1691.94,764900
2023-04-01,Apr 2023,LMI11741,QLD,90-95%,First Home Buyer,House,PAYG,ANZ,30,17,2103.63,534100
2023-04-01,Apr 2023,LMI11910,QLD,95%+,Owner Occupier,House,Self-Employed,NAB,90+,156,6775.94,757100
2023-04-01,Apr 2023,LMI11912,NSW,80-85%,First Home Buyer,House,Self-Employed,ING,30,21,4359.07,801900
2023-04-01,Apr 2023,LMI11963,VIC,85-90%,Owner Occupier,House,PAYG,Commonwealth Bank,30,36,4073.65,769100
2023-04-01,Apr 2023,LMI11990,NSW,≤80%,First Home Buyer,House,PAYG,Bank of Queensland,30,44,3685.94,553100
2023-05-01,May 2023,LMI10016,NSW,85-90%,Refinancer,House,PAYG,ANZ,60,46,9918.62,1372900
2023-05-01,May 2023,LMI10089,NSW,85-90%,Owner Occupier,House,PAYG,Bendigo Bank,30,21,3704.45,1015400
2023-05-01,May 2023,LMI10116,ACT,90-95%,First Home Buyer,House,Self-Employed,ANZ,30,28,9062.11,1021900
2023-05-01,May 2023,LMI10249,QLD,80-85%,Investor,Townhouse,PAYG,NAB,30,34,2202.57,532000
2023-05-01,May 2023,LMI10253,QLD,85-90%,Owner Occupier,Apartment,PAYG,NAB,30,20,3364.84,583500
2023-05-01,May 2023,LMI10342,VIC,95%+,Owner Occupier,House,PAYG,Macquarie,30,25,4374.06,1160900
2023-05-01,May 2023,LMI10373,WA,85-90%,Investor,Apartment,PAYG,NAB,30,25,3513.35,717400
2023-05-01,May 2023,LMI10393,NSW,80-85%,First Home Buyer,House,PAYG,Westpac,90+,151,5938.76,1317500
2023-05-01,May 2023,LMI10421,VIC,90-95%,Owner Occupier,Townhouse,PAYG,Macquarie,30,27,3441.03,1052600
2023-05-01,May 2023,LMI10443,ACT,90-95%,Owner Occupier,Townhouse,PAYG,Commonwealth Bank,60,52,2748.45,917100
2023-05-01,May 2023,LMI10453,ACT,85-90%,Owner Occupier,House,Contract,Commonwealth Bank,30,23,2695.96,559700
2023-05-01,May 2023,LMI10496,QLD,85-90%,Refinancer,Apartment,PAYG,Westpac,30,17,3622.75,524700
2023-05-01,May 2023,LMI10515,VIC,90-95%,Investor,House,PAYG,ING,60,46,5599.31,743700
2023-05-01,May 2023,LMI10541,WA,90-95%,Owner Occupier,Apartment,PAYG,NAB,30,17,2502.97,403200
2023-05-01,May 2023,LMI10550,VIC,90-95%,Investor,Townhouse,PAYG,ANZ,60,54,7020.15,851300
2023-05-01,May 2023,LMI10593,VIC,85-90%,Owner Occupier,House,PAYG,NAB,30,32,3783.99,976700
2023-05-01,May 2023,LMI10617,VIC,90-95%,First Home Buyer,House,PAYG,Westpac,30,28,4253.6,1071600
2023-05-01,May 2023,LMI10619,NSW,95%+,Owner Occupier,House,Self-Employed,ANZ,60,48,8938.69,1556600
2023-05-01,May 2023,LMI10670,VIC,90-95%,Investor,House,PAYG,NAB,30,42,6886.3,1108200
2023-05-01,May 2023,LMI10703,VIC,85-90%,First Home Buyer,Townhouse,PAYG,Westpac,90,87,6878.27,770400
2023-05-01,May 2023,LMI10740,VIC,90-95%,Refinancer,House,PAYG,Commonwealth Bank,30,34,1547.05,715700
2023-05-01,May 2023,LMI10760,VIC,80-85%,First Home Buyer,House,PAYG,Commonwealth Bank,90+,106,2328.93,553300
2023-05-01,May 2023,LMI10776,VIC,90-95%,First Home Buyer,Apartment,PAYG,Bank of Queensland,60,64,5378.69,602400
2023-05-01,May 2023,LMI10787,SA,90-95%,First Home Buyer,Apartment,PAYG,Macquarie,60,73,2211.13,503000
2023-05-01,May 2023,LMI10790,QLD,85-90%,First Home Buyer,House,PAYG,ANZ,30,16,1724.1,468600
2023-05-01,May 2023,LMI10799,NSW,85-90%,Owner Occupier,Apartment,PAYG,ANZ,30,25,6353.85,938600
2023-05-01,May 2023,LMI10833,VIC,95%+,Owner Occupier,House,PAYG,NAB,30,33,3857.27,569400
2023-05-01,May 2023,LMI10834,VIC,95%+,First Home Buyer,Apartment,PAYG,Commonwealth Bank,30,32,4363.16,788700
2023-05-01,May 2023,LMI10928,VIC,85-90%,Owner Occupier,House,PAYG,Commonwealth Bank,30,19,1777.6,792900
2023-05-01,May 2023,LMI10946,NSW,90-95%,Investor,House,PAYG,NAB,60,58,7884.67,1013300
2023-05-01,May 2023,LMI10974,VIC,90-95%,Owner Occupier,House,Self-Employed,NAB,90+,99,2191.89,671100
2023-05-01,May 2023,LMI11030,NSW,80-85%,First Home Buyer,House,PAYG,Westpac,30,22,2622.36,955400
2023-05-01,May 2023,LMI11037,SA,90-95%,First Home Buyer,House,Self-Employed,ANZ,60,46,1181.21,467500
2023-05-01,May 2023,LMI11045,QLD,90-95%,Investor,Apartment,PAYG,Westpac,30,45,4565.42,838300
2023-05-01,May 2023,LMI11047,NSW,90-95%,First Home Buyer,House,PAYG,ANZ,30,38,5529.79,1181000
2023-05-01,May 2023,LMI11053,VIC,90-95%,Investor,House,Self-Employed,Commonwealth Bank,30,27,1164.32,536700
2023-05-01,May 2023,LMI11096,QLD,90-95%,Investor,House,Contract,Bendigo Bank,30,18,2893.06,439200
2023-05-01,May 2023,LMI11118,NSW,90-95%,Investor,House,Self-Employed,Macquarie,60,53,6240.21,816900
2023-05-01,May 2023,LMI11163,NSW,90-95%,Investor,Apartment,PAYG,NAB,90,81,11924.84,1514100
2023-05-01,May 2023,LMI11177,VIC,80-85%,Owner Occupier,House,Self-Employed,Commonwealth Bank,30,34,4392.32,568600
2023-05-01,May 2023,LMI11186,NSW,90-95%,Owner Occupier,House,Self-Employed,ANZ,90+,110,3508.23,738800
2023-05-01,May 2023,LMI11277,NSW,85-90%,Investor,House,PAYG,ING,30,24,5490.89,794100
2023-05-01,May 2023,LMI11332,WA,85-90%,Refinancer,Apartment,PAYG,ANZ,60,58,2044.2,356200
2023-05-01,May 2023,LMI11378,NSW,95%+,Owner Occupier,Apartment,Self-Employed,Commonwealth Bank,30,35,9358.13,1127000
2023-05-01,May 2023,LMI11379,NSW,90-95%,First Home Buyer,Townhouse,Contract,Commonwealth Bank,30,38,4871.24,1557500
2023-05-01,May 2023,LMI11486,QLD,90-95%,First Home Buyer,House,Self-Employed,NAB,30,45,1314.16,508000
2023-05-01,May 2023,LMI11533,NSW,85-90%,Owner Occupier,Townhouse,Contract,ANZ,30,28,5058.97,1264000
2023-05-01,May 2023,LMI11590,NSW,90-95%,Refinancer,House,PAYG,Bendigo Bank,90,88,2596.5,951100
2023-05-01,May 2023,LMI11640,VIC,85-90%,Owner Occupier,House,PAYG,NAB,30,35,5010.1,639200
2023-05-01,May 2023,LMI11641,NSW,95%+,Owner Occupier,House,Self-Employed,Bendigo Bank,90,76,6122.12,1366200
2023-05-01,May 2023,LMI11698,VIC,95%+,Investor,House,PAYG,Commonwealth Bank,60,52,7345.37,900200
2023-05-01,May 2023,LMI11746,QLD,90-95%,Owner Occupier,House,Contract,NAB,60,49,2151.39,731100
2023-05-01,May 2023,LMI11761,NSW,80-85%,Owner Occupier,House,Self-Employed,Macquarie,90,85,3745.37,1401300
2023-05-01,May 2023,LMI11769,SA,90-95%,First Home Buyer,House,Self-Employed,Westpac,60,62,919.16,456400
2023-05-01,May 2023,LMI11789,QLD,85-90%,Owner Occupier,House,Self-Employed,ING,30,37,4516.51,758400
2023-05-01,May 2023,LMI11802,NSW,90-95%,Owner Occupier,House,PAYG,ANZ,60,51,4917.96,1341500
2023-05-01,May 2023,LMI11824,VIC,90-95%,Owner Occupier,House,PAYG,Bank of Queensland,60,68,2411.62,646200
2023-05-01,May 2023,LMI11825,NSW,85-90%,Owner Occupier,Apartment,PAYG,Commonwealth Bank,90+,115,4249.5,818400
2023-05-01,May 2023,LMI11842,VIC,90-95%,Owner Occupier,House,Self-Employed,Bendigo Bank,30,39,10329.45,1149000
2023-05-01,May 2023,LMI11843,NSW,95%+,Owner Occupier,Townhouse,PAYG,ING,90,77,3015.02,1240800
2023-05-01,May 2023,LMI11871,WA,95%+,First Home Buyer,House,PAYG,Commonwealth Bank,30,42,5158.48,583200
2023-05-01,May 2023,LMI11965,SA,90-95%,First Home Buyer,House,PAYG,Bendigo Bank,30,35,1950.45,640100
2023-05-01,May 2023,LMI11980,VIC,90-95%,Owner Occupier,House,PAYG,Westpac,30,29,7224.33,1211300
2023-06-01,Jun 2023,LMI10056,NSW,80-85%,Investor,House,PAYG,Westpac,30,16,7940.73,1345400
2023-06-01,Jun 2023,LMI10102,TAS,90-95%,First Home Buyer,Apartment,Contract,Bendigo Bank,60,49,1304.55,298100
2023-06-01,Jun 2023,LMI10121,NSW,80-85%,Owner Occupier,Apartment,PAYG,ING,60,75,4604.07,1042900
2023-06-01,Jun 2023,LMI10123,VIC,85-90%,Investor,Townhouse,Contract,Westpac,30,43,4348.68,663300
2023-06-01,Jun 2023,LMI10146,VIC,90-95%,First Home Buyer,House,Contract,Commonwealth Bank,30,36,5797.2,1013500
2023-06-01,Jun 2023,LMI10153,NSW,80-85%,Refinancer,Townhouse,PAYG,ING,30,34,2768.96,1040400
2023-06-01,Jun 2023,LMI10168,VIC,80-85%,Owner Occupier,Apartment,PAYG,Westpac,30,23,4200.83,510700
2023-06-01,Jun 2023,LMI10177,VIC,85-90%,Owner Occupier,Townhouse,PAYG,Westpac,30,39,8125.68,1006200
2023-06-01,Jun 2023,LMI10243,NSW,90-95%,Owner Occupier,Apartment,PAYG,Macquarie,30,20,3852.03,874700
2023-06-01,Jun 2023,LMI10285,VIC,90-95%,Investor,Apartment,Contract,Macquarie,30,34,5726.09,684400
2023-06-01,Jun 2023,LMI10338,NSW,85-90%,First Home Buyer,Apartment,Contract,Westpac,60,49,8568.28,1224600
2023-06-01,Jun 2023,LMI10348,NT,95%+,First Home Buyer,House,PAYG,Commonwealth Bank,90+,166,2095.22,371600
2023-06-01,Jun 2023,LMI10407,NSW,80-85%,First Home Buyer,Apartment,Self-Employed,NAB,30,40,2522.31,1149700
2023-06-01,Jun 2023,LMI10526,NSW,90-95%,First Home Buyer,Apartment,PAYG,Bank of Queensland,30,21,3083.98,1143300
2023-06-01,Jun 2023,LMI10533,NSW,80-85%,First Home Buyer,House,PAYG,Commonwealth Bank,30,31,6160.51,855000
2023-06-01,Jun 2023,LMI10535,NSW,85-90%,Investor,House,PAYG,NAB,30,27,2422.77,1199300
2023-06-01,Jun 2023,LMI10584,VIC,95%+,First Home Buyer,House,Contract,Suncorp,30,36,5153.24,795400
2023-06-01,Jun 2023,LMI10630,VIC,90-95%,First Home Buyer,Apartment,PAYG,Macquarie,30,25,8342.87,982300
2023-06-01,Jun 2023,LMI10645,QLD,85-90%,Owner Occupier,Apartment,PAYG,Commonwealth Bank,30,23,2213.39,485500
2023-06-01,Jun 2023,LMI10658,NSW,80-85%,Owner Occupier,Townhouse,PAYG,ANZ,30,26,5541.38,1123600
2023-06-01,Jun 2023,LMI10719,NSW,80-85%,Investor,Apartment,PAYG,Bank of Queensland,30,29,9518.78,1244100
2023-06-01,Jun 2023,LMI10720,NSW,90-95%,Owner Occupier,House,Self-Employed,Commonwealth Bank,60,59,5362.12,793700
2023-06-01,Jun 2023,LMI10741,NSW,90-95%,First Home Buyer,House,Self-Employed,ANZ,30,22,1693.52,796200
2023-06-01,Jun 2023,LMI10773,NSW,90-95%,Investor,Apartment,PAYG,ING,30,41,5217.97,1695300
