loan_id,certificate_number,origination_date,settlement_date,vintage_year,lender,lender_channel,state,suburb,postcode,property_type,borrower_type,employment_type,lvr,lvr_band,property_value,loan_amount,insured_amount,premium_amount,loan_status
LMI10920,CERT-2023-00920,2023-04-13,2023-05-09,2023,Westpac,Mortgage Broker,QLD,Ipswich,4122,House,First Home Buyer,PAYG,85.76,85-90%,575000,493100,493100,6900,Active
LMI10921,CERT-2020-00921,2020-08-11,2020-08-28,2020,Bendigo Bank,Mortgage Broker,VIC,Ballarat,3004,House,First Home Buyer,PAYG,88.95,85-90%,960000,853900,853900,11950,In Arrears
LMI10922,CERT-2021-00922,2021-02-27,2021-03-25,2021,NAB,Mortgage Broker,NSW,Newcastle,2300,House,First Home Buyer,PAYG,79.5,≤80%,1100000,874500,874500,4350,Closed
LMI10923,CERT-2024-00923,2024-01-02,2024-01-30,2024,Commonwealth Bank,Mortgage Broker,SA,Elizabeth,5011,House,Investor,PAYG,84.75,80-85%,614000,520400,520400,4700,Active
LMI10924,CERT-2020-00924,2020-05-07,2020-06-11,2020,Commonwealth Bank,Bank Branch,QLD,Ipswich,4101,House,Owner Occupier,Self-Employed,95.11,95%+,942000,895900,895900,26900,Closed
LMI10925,CERT-2022-00925,2022-07-06,2022-08-08,2022,Westpac,Bank Branch,VIC,Ballarat,3350,Apartment,First Home Buyer,Self-Employed,89.33,85-90%,728000,650300,650300,9100,Active
LMI10926,CERT-2019-00926,2019-01-22,2019-03-02,2019,Commonwealth Bank,Bank Branch,NSW,Liverpool,2500,House,Investor,PAYG,91.34,90-95%,765000,698800,698800,14650,Active
LMI10927,CERT-2024-00927,2024-05-10,2024-06-18,2024,Commonwealth Bank,Bank Branch,VIC,Ballarat,3175,Apartment,Investor,Contract,83.73,80-85%,785000,657300,657300,5900,Active
LMI10928,CERT-2019-00928,2019-03-15,2019-04-28,2019,Commonwealth Bank,Mortgage Broker,VIC,Frankston,3121,House,Owner Occupier,PAYG,85.72,85-90%,925000,792900,792900,11100,Active
LMI10929,CERT-2022-00929,2022-09-19,2022-10-15,2022,Commonwealth Bank,Bank Branch,QLD,Rockhampton,4000,Apartment,First Home Buyer,PAYG,88.87,85-90%,827000,735000,735000,10300,Active
LMI10930,CERT-2021-00930,2021-02-17,2021-03-12,2021,Westpac,Mortgage Broker,VIC,Geelong,3220,House,Owner Occupier,Self-Employed,95.26,95%+,1262000,1202200,1202200,36050,Active
LMI10931,CERT-2022-00931,2022-01-25,2022-02-28,2022,ANZ,Mortgage Broker,VIC,Werribee,3121,House,Investor,PAYG,85.89,85-90%,621000,533400,533400,7450,Active
LMI10932,CERT-2021-00932,2021-02-19,2021-03-05,2021,NAB,Bank Branch,NSW,Liverpool,2010,House,First Home Buyer,Self-Employed,81.24,80-85%,1328000,1078900,1078900,9700,Closed
LMI10933,CERT-2022-00933,2022-11-05,2022-12-13,2022,ANZ,Mortgage Broker,VIC,Box Hill,3220,Land,Owner Occupier,Contract,86.99,85-90%,904000,786400,786400,11000,Active
LMI10934,CERT-2019-00934,2019-10-23,2019-11-24,2019,Westpac,Bank Branch,NSW,Blacktown,2090,Apartment,First Home Buyer,PAYG,86.86,85-90%,1408000,1223000,1223000,17100,Closed
LMI10935,CERT-2021-00935,2021-04-03,2021-04-25,2021,ANZ,Mortgage Broker,QLD,Ipswich,4122,Townhouse,Owner Occupier,PAYG,86.21,85-90%,865000,745700,745700,10450,Closed
LMI10936,CERT-2020-00936,2020-05-18,2020-06-14,2020,Macquarie,Mortgage Broker,QLD,Maroochydore,4700,House,Investor,Self-Employed,82.7,80-85%,798000,659900,659900,5950,Closed
LMI10937,CERT-2021-00937,2021-08-21,2021-09-10,2021,Commonwealth Bank,Bank Branch,VIC,Ringwood,3175,House,First Home Buyer,PAYG,87.02,85-90%,971000,845000,845000,11850,Closed
LMI10938,CERT-2022-00938,2022-11-22,2022-12-19,2022,NAB,Mortgage Broker,VIC,St Kilda,3055,Apartment,Owner Occupier,Self-Employed,82.27,80-85%,858000,705900,705900,6350,Active
LMI10939,CERT-2023-00939,2023-02-21,2023-03-15,2023,ANZ,Mortgage Broker,NSW,Maitland,2750,House,First Home Buyer,PAYG,86.3,85-90%,1544000,1332500,1332500,18650,Active
LMI10940,CERT-2020-00940,2020-11-09,2020-11-28,2020,Westpac,Bank Branch,NSW,Liverpool,2020,Apartment,First Home Buyer,Contract,97.62,95%+,1058000,1032800,1032800,31000,Active
LMI10941,CERT-2020-00941,2020-09-13,2020-10-03,2020,Commonwealth Bank,Online / Direct,VIC,Ringwood,3008,House,Owner Occupier,PAYG,85.96,85-90%,1158000,995400,995400,13950,Closed
LMI10942,CERT-2020-00942,2020-05-25,2020-06-15,2020,Bendigo Bank,Mortgage Broker,QLD,Sunshine Coast,4000,House,Investor,PAYG,89.26,85-90%,772000,689100,689100,9650,Active
LMI10943,CERT-2022-00943,2022-03-17,2022-04-11,2022,Bendigo Bank,Online / Direct,ACT,Weston Creek,2617,Townhouse,First Home Buyer,PAYG,87.26,85-90%,857000,747800,747800,10450,Claim Paid
LMI10944,CERT-2024-00944,2024-03-29,2024-04-24,2024,Westpac,Online / Direct,NSW,Parramatta,2500,House,Owner Occupier,PAYG,85.83,85-90%,1759000,1509700,1509700,21150,Active
LMI10945,CERT-2021-00945,2021-11-17,2021-12-18,2021,Commonwealth Bank,Bank Branch,ACT,Tuggeranong,2607,House,Owner Occupier,PAYG,86.34,85-90%,1140000,984300,984300,13800,Active
LMI10946,CERT-2021-00946,2021-07-27,2021-08-15,2021,NAB,Bank Branch,NSW,Sydney CBD,2750,House,Investor,PAYG,93.82,90-95%,1080000,1013300,1013300,21300,Claim Paid
LMI10947,CERT-2020-00947,2020-11-18,2020-12-25,2020,Westpac,Online / Direct,NSW,Bondi,2150,Apartment,Owner Occupier,PAYG,93.51,90-95%,1587000,1484000,1484000,31150,Closed
LMI10948,CERT-2019-00948,2019-06-23,2019-07-27,2019,Commonwealth Bank,Bank Branch,NSW,Parramatta,2020,House,Owner Occupier,PAYG,97.76,95%+,1650000,1613000,1613000,48400,Active
LMI10949,CERT-2023-00949,2023-02-17,2023-03-24,2023,NAB,Online / Direct,NSW,Maitland,2020,House,Investor,Self-Employed,83.64,80-85%,1660000,1388400,1388400,12500,Active
LMI10950,CERT-2020-00950,2020-02-13,2020-03-03,2020,Commonwealth Bank,Bank Branch,NSW,Chatswood,2150,House,First Home Buyer,PAYG,83.55,80-85%,920000,768700,768700,6900,Active
LMI10951,CERT-2022-00951,2022-05-24,2022-06-18,2022,Westpac,Mortgage Broker,VIC,Melbourne CBD,3175,House,Refinancer,PAYG,84.94,80-85%,918000,779700,779700,7000,Active
LMI10952,CERT-2019-00952,2019-09-11,2019-09-29,2019,Westpac,Online / Direct,WA,Mandurah,6010,House,Owner Occupier,PAYG,86.03,85-90%,468000,402600,402600,5650,Closed
LMI10953,CERT-2020-00953,2020-05-08,2020-05-22,2020,Commonwealth Bank,Mortgage Broker,NSW,Parramatta,2020,Townhouse,First Home Buyer,Self-Employed,86.79,85-90%,1427000,1238500,1238500,17350,Active
LMI10954,CERT-2021-00954,2021-07-02,2021-07-16,2021,NAB,Mortgage Broker,VIC,St Kilda,3070,House,First Home Buyer,Self-Employed,94.5,90-95%,1284000,1213400,1213400,25500,Active
LMI10955,CERT-2021-00955,2021-10-20,2021-11-22,2021,ANZ,Bank Branch,VIC,Geelong,3011,House,Owner Occupier,PAYG,92.45,90-95%,1130000,1044700,1044700,21950,Closed
LMI10956,CERT-2021-00956,2021-08-07,2021-09-19,2021,ING,Online / Direct,SA,Gawler,5063,Apartment,Owner Occupier,Self-Employed,94.86,90-95%,517000,490400,490400,10300,In Arrears
LMI10957,CERT-2023-00957,2023-08-02,2023-08-27,2023,Commonwealth Bank,Mortgage Broker,NSW,Parramatta,2060,House,First Home Buyer,PAYG,87.23,85-90%,883000,770200,770200,10800,Active
LMI10958,CERT-2020-00958,2020-07-22,2020-08-19,2020,ANZ,Mortgage Broker,NSW,Blacktown,2150,House,First Home Buyer,Contract,94.28,90-95%,925000,872100,872100,18300,Active
LMI10959,CERT-2021-00959,2021-11-28,2022-01-12,2021,NAB,Mortgage Broker,QLD,Cairns,4000,House,Owner Occupier,PAYG,90.79,90-95%,846000,768100,768100,16150,Active
LMI10960,CERT-2021-00960,2021-02-03,2021-02-25,2021,Westpac,Bank Branch,VIC,Bendigo,3145,House,First Home Buyer,Self-Employed,86.77,85-90%,846000,734100,734100,10300,Active
LMI10961,CERT-2023-00961,2023-05-31,2023-07-01,2023,Commonwealth Bank,Bank Branch,NSW,Bondi,2100,House,Owner Occupier,Contract,97.92,95%+,1319000,1291600,1291600,38750,Active
LMI10962,CERT-2023-00962,2023-08-06,2023-09-04,2023,ANZ,Bank Branch,NSW,Campbelltown,2000,Apartment,Owner Occupier,PAYG,86.26,85-90%,1248000,1076500,1076500,15050,Active
LMI10963,CERT-2024-00963,2024-05-16,2024-06-16,2024,NAB,Mortgage Broker,VIC,Ballarat,3011,Apartment,Owner Occupier,PAYG,94.47,90-95%,628000,593300,593300,12450,Active
LMI10964,CERT-2022-00964,2022-02-24,2022-03-19,2022,ANZ,Mortgage Broker,NSW,Campbelltown,2170,Apartment,Owner Occupier,Contract,88.14,85-90%,1566000,1380300,1380300,19300,Active
LMI10965,CERT-2023-00965,2023-02-15,2023-03-13,2023,Westpac,Mortgage Broker,VIC,Ringwood,3011,House,First Home Buyer,PAYG,83.69,80-85%,957000,800900,800900,7200,Active
LMI10966,CERT-2019-00966,2019-06-11,2019-07-18,2019,ANZ,Mortgage Broker,NSW,Newcastle,2300,Apartment,First Home Buyer,PAYG,93.84,90-95%,1222000,1146700,1146700,24100,Active
LMI10967,CERT-2019-00967,2019-11-30,2019-12-22,2019,ANZ,Bank Branch,NSW,Gosford,2100,Apartment,First Home Buyer,PAYG,92.32,90-95%,1069000,986900,986900,20700,Default
LMI10968,CERT-2022-00968,2022-06-09,2022-06-25,2022,Bendigo Bank,Bank Branch,VIC,Melbourne CBD,3175,Apartment,First Home Buyer,PAYG,85.97,85-90%,1043000,896700,896700,12550,Active
LMI10969,CERT-2024-00969,2024-04-09,2024-05-08,2024,Commonwealth Bank,Mortgage Broker,NSW,Campbelltown,2100,House,Owner Occupier,PAYG,82.66,80-85%,819000,677000,677000,6100,Active
LMI10970,CERT-2022-00970,2022-01-27,2022-02-15,2022,Commonwealth Bank,Bank Branch,VIC,Ballarat,3004,Apartment,First Home Buyer,PAYG,93.5,90-95%,1166000,1090200,1090200,22900,Active
LMI10971,CERT-2023-00971,2023-04-03,2023-05-01,2023,Westpac,Mortgage Broker,QLD,Mackay,4010,Apartment,Owner Occupier,PAYG,85.31,85-90%,923000,787400,787400,11000,Active
LMI10972,CERT-2021-00972,2021-04-29,2021-05-17,2021,Commonwealth Bank,Mortgage Broker,NSW,Wollongong,2750,House,First Home Buyer,Self-Employed,75.72,≤80%,763000,577700,577700,2900,Active
LMI10973,CERT-2024-00973,2024-02-18,2024-03-21,2024,Macquarie,Mortgage Broker,NSW,Blacktown,2150,House,First Home Buyer,Self-Employed,82.73,80-85%,1007000,833100,833100,7500,Active
LMI10974,CERT-2021-00974,2021-07-01,2021-08-09,2021,NAB,Online / Direct,VIC,Dandenong,3121,House,Owner Occupier,Self-Employed,92.31,90-95%,727000,671100,671100,14100,In Arrears
LMI10975,CERT-2023-00975,2023-08-02,2023-09-04,2023,ANZ,Online / Direct,WA,Joondalup,6160,House,Owner Occupier,PAYG,94.44,90-95%,550000,519400,519400,10900,In Arrears
LMI10976,CERT-2021-00976,2021-10-20,2021-11-27,2021,ANZ,Mortgage Broker,NSW,Wollongong,2020,Apartment,Owner Occupier,Contract,81.74,80-85%,1498000,1224500,1224500,11000,Active
LMI10977,CERT-2019-00977,2019-03-05,2019-03-22,2019,Westpac,Mortgage Broker,NSW,Wollongong,2090,House,First Home Buyer,PAYG,80.1,80-85%,1646000,1318400,1318400,11850,Closed
LMI10978,CERT-2019-00978,2019-06-05,2019-07-06,2019,Westpac,Bank Branch,NSW,Parramatta,2000,Townhouse,Investor,Self-Employed,89.39,85-90%,1171000,1046800,1046800,14650,In Arrears
LMI10979,CERT-2022-00979,2022-10-28,2022-11-12,2022,Commonwealth Bank,Mortgage Broker,NSW,Sydney CBD,2020,House,Investor,PAYG,97.26,95%+,1671000,1625200,1625200,48750,Active
LMI10980,CERT-2019-00980,2019-05-10,2019-06-02,2019,Westpac,Mortgage Broker,NSW,Wollongong,2000,House,First Home Buyer,Self-Employed,73.45,≤80%,953000,700000,700000,3500,Active
LMI10981,CERT-2022-00981,2022-12-24,2023-01-25,2022,NAB,Online / Direct,QLD,Brisbane CBD,4069,House,Owner Occupier,Self-Employed,97.64,95%+,801000,782100,782100,23450,In Arrears
LMI10982,CERT-2023-00982,2023-10-22,2023-12-02,2023,NAB,Mortgage Broker,NT,Katherine,0880,House,First Home Buyer,PAYG,73.45,≤80%,477000,350400,350400,1750,Active
LMI10983,CERT-2024-00983,2024-01-21,2024-02-27,2024,NAB,Mortgage Broker,WA,Cannington,6027,House,First Home Buyer,Contract,86.93,85-90%,721000,626800,626800,8800,Active
LMI10984,CERT-2023-00984,2023-12-27,2024-02-10,2023,ANZ,Online / Direct,QLD,Gold Coast,4122,House,First Home Buyer,PAYG,83.4,80-85%,778000,648900,648900,5850,Active
LMI10985,CERT-2019-00985,2019-03-29,2019-05-03,2019,ANZ,Online / Direct,QLD,Logan,4217,House,Investor,PAYG,90.9,90-95%,688000,625400,625400,13150,Closed
LMI10986,CERT-2019-00986,2019-06-17,2019-07-27,2019,ANZ,Bank Branch,WA,Fremantle,6100,House,Investor,Self-Employed,83.5,80-85%,794000,663000,663000,5950,Active
LMI10987,CERT-2020-00987,2020-10-28,2020-12-04,2020,ANZ,Mortgage Broker,QLD,Townsville,4122,Apartment,Refinancer,PAYG,92.5,90-95%,711000,657700,657700,13800,Closed
LMI10988,CERT-2023-00988,2023-03-23,2023-04-18,2023,ANZ,Online / Direct,QLD,Gold Coast,4207,Apartment,First Home Buyer,Self-Employed,83.5,80-85%,800000,668000,668000,6000,Active
LMI10989,CERT-2024-00989,2024-05-02,2024-05-28,2024,Commonwealth Bank,Mortgage Broker,NSW,Liverpool,2010,House,First Home Buyer,Contract,83.23,80-85%,745000,620100,620100,5600,In Arrears
LMI10990,CERT-2022-00990,2022-11-30,2023-01-02,2022,ANZ,Online / Direct,VIC,Ringwood,3055,Apartment,Owner Occupier,PAYG,87.07,85-90%,827000,720100,720100,10100,Active
LMI10991,CERT-2020-00991,2020-06-07,2020-07-21,2020,NAB,Mortgage Broker,ACT,Molonglo,2601,House,Refinancer,PAYG,86.82,85-90%,1076000,934200,934200,13100,Active
LMI10992,CERT-2024-00992,2024-01-30,2024-02-18,2024,NAB,Mortgage Broker,NSW,Liverpool,2010,Townhouse,Owner Occupier,Self-Employed,72.31,≤80%,1233000,891600,891600,4450,Active
LMI10993,CERT-2020-00993,2020-09-26,2020-11-07,2020,Bendigo Bank,Mortgage Broker,NSW,Maitland,2020,Townhouse,Owner Occupier,PAYG,95.2,95%+,954000,908200,908200,27250,Active
LMI10994,CERT-2024-00994,2024-03-09,2024-03-26,2024,Commonwealth Bank,Mortgage Broker,VIC,Box Hill,3168,Apartment,First Home Buyer,PAYG,92.0,90-95%,762000,701000,701000,14700,In Arrears
LMI10995,CERT-2019-00995,2019-06-07,2019-07-03,2019,Bank of Queensland,Mortgage Broker,VIC,Footscray,3350,House,First Home Buyer,PAYG,94.85,90-95%,927000,879300,879300,18450,Active
LMI10996,CERT-2021-00996,2021-06-29,2021-07-20,2021,ANZ,Mortgage Broker,QLD,Rockhampton,4700,House,Owner Occupier,PAYG,91.22,90-95%,474000,432400,432400,9100,In Arrears
LMI10997,CERT-2019-00997,2019-08-06,2019-09-15,2019,Commonwealth Bank,Bank Branch,VIC,Dandenong,3121,Townhouse,First Home Buyer,PAYG,93.21,90-95%,921000,858500,858500,18050,Closed
LMI10998,CERT-2019-00998,2019-09-05,2019-09-20,2019,AMP Bank,Mortgage Broker,SA,Morphett Vale,5095,House,First Home Buyer,Self-Employed,97.64,95%+,410000,400300,400300,12000,Closed
LMI10999,CERT-2020-00999,2020-04-20,2020-05-16,2020,Commonwealth Bank,Mortgage Broker,NSW,Campbelltown,2000,House,Owner Occupier,PAYG,87.84,85-90%,879000,772100,772100,10800,Closed
LMI11000,CERT-2024-01000,2024-02-29,2024-03-29,2024,ANZ,Mortgage Broker,NSW,Chatswood,2060,House,Owner Occupier,PAYG,90.77,90-95%,1649000,1496800,1496800,31450,Active
LMI11001,CERT-2019-01001,2019-09-18,2019-10-11,2019,ANZ,Bank Branch,VIC,Dandenong,3168,Apartment,Investor,PAYG,90.82,90-95%,1200000,1089800,1089800,22900,In Arrears
LMI11002,CERT-2021-01002,2021-06-03,2021-06-19,2021,Bank of Queensland,Mortgage Broker,NSW,Bondi,2300,Apartment,Investor,Self-Employed,85.39,85-90%,1660000,1417500,1417500,19850,Active
LMI11003,CERT-2023-01003,2023-12-26,2024-02-04,2023,ANZ,Bank Branch,NSW,Liverpool,2020,Apartment,Owner Occupier,PAYG,93.97,90-95%,1418000,1332500,1332500,28000,Active
LMI11004,CERT-2019-01004,2019-10-26,2019-11-11,2019,Macquarie,Mortgage Broker,NSW,Penrith,2100,Townhouse,Investor,PAYG,84.47,80-85%,1119000,945200,945200,8500,Active
LMI11005,CERT-2022-01005,2022-04-22,2022-05-14,2022,ANZ,Mortgage Broker,VIC,Bendigo,3145,House,Owner Occupier,Contract,94.21,90-95%,918000,864800,864800,18150,In Arrears
LMI11006,CERT-2024-01006,2024-03-13,2024-04-16,2024,Commonwealth Bank,Mortgage Broker,WA,Rockingham,6027,Apartment,First Home Buyer,PAYG,86.22,85-90%,806000,694900,694900,9750,Active
LMI11007,CERT-2023-01007,2023-05-31,2023-06-22,2023,NAB,Mortgage Broker,QLD,Maroochydore,4051,House,First Home Buyer,PAYG,83.1,80-85%,845000,702200,702200,6300,Active
LMI11008,CERT-2020-01008,2020-08-19,2020-09-17,2020,Macquarie,Mortgage Broker,VIC,Footscray,3008,House,Owner Occupier,Contract,83.64,80-85%,728000,608900,608900,5500,Closed
LMI11009,CERT-2019-01009,2019-05-28,2019-06-27,2019,Commonwealth Bank,Mortgage Broker,VIC,Melbourne CBD,3121,House,Owner Occupier,Contract,86.35,85-90%,670000,578500,578500,8100,Closed
LMI11010,CERT-2021-01010,2021-05-11,2021-06-06,2021,Commonwealth Bank,Mortgage Broker,VIC,Craigieburn,3145,House,First Home Buyer,PAYG,92.6,90-95%,771000,713900,713900,15000,Closed
LMI11011,CERT-2019-01011,2019-05-24,2019-06-24,2019,NAB,Bank Branch,QLD,Redcliffe,4005,Townhouse,Owner Occupier,PAYG,95.22,95%+,477000,454200,454200,13650,Active
LMI11012,CERT-2021-01012,2021-05-30,2021-06-28,2021,Westpac,Bank Branch,NSW,Gosford,2090,House,Owner Occupier,Self-Employed,91.46,90-95%,969000,886200,886200,18600,Closed
LMI11013,CERT-2022-01013,2022-01-14,2022-01-29,2022,Suncorp,Bank Branch,NSW,Maitland,2500,House,First Home Buyer,Self-Employed,96.21,95%+,1751000,1684600,1684600,50550,In Arrears
LMI11014,CERT-2019-01014,2019-12-22,2020-01-19,2019,Bendigo Bank,Online / Direct,NSW,Maitland,2150,House,First Home Buyer,Self-Employed,85.91,85-90%,1022000,878000,878000,12300,Claim Paid
LMI11015,CERT-2023-01015,2023-12-24,2024-01-31,2023,NAB,Bank Branch,VIC,Werribee,3000,Apartment,Owner Occupier,Self-Employed,85.84,85-90%,1192000,1023200,1023200,14300,Active
LMI11016,CERT-2021-01016,2021-03-05,2021-04-16,2021,NAB,Bank Branch,NSW,Bondi,2750,House,First Home Buyer,PAYG,72.61,≤80%,1375000,998400,998400,5000,Closed
LMI11017,CERT-2021-01017,2021-02-16,2021-04-01,2021,Commonwealth Bank,Mortgage Broker,NSW,Bondi,2300,House,Owner Occupier,PAYG,94.5,90-95%,1758000,1661300,1661300,34900,Closed
LMI11018,CERT-2021-01018,2021-05-18,2021-06-06,2021,Commonwealth Bank,Bank Branch,NSW,Wollongong,2090,House,Owner Occupier,PAYG,87.28,85-90%,1192000,1040400,1040400,14550,Active
LMI11019,CERT-2019-01019,2019-04-09,2019-05-07,2019,Commonwealth Bank,Bank Branch,NSW,Gosford,2500,Townhouse,Owner Occupier,PAYG,70.72,≤80%,817000,577800,577800,2900,Active
LMI11020,CERT-2020-01020,2020-04-14,2020-05-24,2020,Commonwealth Bank,Mortgage Broker,WA,Albany,6003,Apartment,Refinancer,Contract,89.59,85-90%,526000,471200,471200,6600,Active
LMI11021,CERT-2024-01021,2024-01-07,2024-01-31,2024,NAB,Bank Branch,NSW,Maitland,2060,House,Investor,PAYG,89.72,85-90%,975000,874800,874800,12250,Active
LMI11022,CERT-2023-01022,2023-01-21,2023-02-15,2023,Westpac,Bank Branch,NSW,Sydney CBD,2060,House,Investor,PAYG,88.83,85-90%,885000,786100,786100,11000,Active
LMI11023,CERT-2021-01023,2021-08-18,2021-09-10,2021,Macquarie,Mortgage Broker,WA,Albany,6027,House,Owner Occupier,Self-Employed,85.92,85-90%,778000,668500,668500,9350,Closed
LMI11024,CERT-2021-01024,2021-02-11,2021-03-05,2021,ANZ,Mortgage Broker,NSW,Newcastle,2300,Townhouse,Owner Occupier,PAYG,90.31,90-95%,721000,651100,651100,13650,Closed
LMI11025,CERT-2023-01025,2023-09-12,2023-10-21,2023,ANZ,Mortgage Broker,VIC,Frankston,3121,Apartment,First Home Buyer,PAYG,92.93,90-95%,1121000,1041700,1041700,21900,Active
LMI11026,CERT-2021-01026,2021-04-24,2021-06-01,2021,Commonwealth Bank,Mortgage Broker,VIC,Melbourne CBD,3011,Apartment,Owner Occupier,PAYG,88.06,85-90%,851000,749400,749400,10500,Active
LMI11027,CERT-2021-01027,2021-03-22,2021-04-20,2021,Westpac,Mortgage Broker,QLD,Toowoomba,4069,House,First Home Buyer,PAYG,83.99,80-85%,495000,415800,415800,3750,Closed
LMI11028,CERT-2022-01028,2022-08-03,2022-08-23,2022,Bendigo Bank,Online / Direct,TAS,Clarence,7248,House,First Home Buyer,Self-Employed,80.81,80-85%,395000,319200,319200,2850,Active
LMI11029,CERT-2023-01029,2023-10-02,2023-11-15,2023,Commonwealth Bank,Online / Direct,VIC,Werribee,3055,House,Owner Occupier,PAYG,79.72,≤80%,629000,501400,501400,2500,Active
LMI11030,CERT-2019-01030,2019-02-19,2019-04-02,2019,Westpac,Bank Branch,NSW,Campbelltown,2750,House,First Home Buyer,PAYG,82.65,80-85%,1156000,955400,955400,8600,Active
LMI11031,CERT-2023-01031,2023-05-16,2023-06-03,2023,NAB,Mortgage Broker,VIC,Bendigo,3121,Apartment,First Home Buyer,PAYG,90.28,90-95%,1299000,1172700,1172700,24650,Active
LMI11032,CERT-2021-01032,2021-03-18,2021-04-15,2021,ANZ,Mortgage Broker,SA,Gawler,5011,Apartment,First Home Buyer,PAYG,81.98,80-85%,365000,299200,299200,2700,Closed
LMI11033,CERT-2019-01033,2019-05-16,2019-06-09,2019,ANZ,Online / Direct,NSW,Liverpool,2010,Townhouse,Owner Occupier,PAYG,95.1,95%+,1648000,1567200,1567200,47000,Active
LMI11034,CERT-2024-01034,2024-06-28,2024-08-04,2024,ANZ,Online / Direct,VIC,Craigieburn,3055,Apartment,First Home Buyer,PAYG,93.12,90-95%,1192000,1110000,1110000,23300,Active
LMI11035,CERT-2022-01035,2022-04-22,2022-05-23,2022,Macquarie,Mortgage Broker,VIC,Geelong,3011,House,Investor,PAYG,94.19,90-95%,1160000,1092600,1092600,22950,Active
LMI11036,CERT-2022-01036,2022-04-26,2022-05-29,2022,Commonwealth Bank,Mortgage Broker,TAS,New Norfolk,7009,Townhouse,First Home Buyer,Contract,95.25,95%+,557000,530500,530500,15900,Active
LMI11037,CERT-2021-01037,2021-04-25,2021-06-03,2021,ANZ,Online / Direct,SA,Marion,5008,House,First Home Buyer,Self-Employed,92.58,90-95%,505000,467500,467500,9800,Active
LMI11038,CERT-2021-01038,2021-08-27,2021-09-11,2021,Bank of Queensland,Mortgage Broker,VIC,Box Hill,3145,House,Owner Occupier,PAYG,90.85,90-95%,820000,745000,745000,15650,Active
LMI11039,CERT-2022-01039,2022-05-09,2022-06-12,2022,Commonwealth Bank,Mortgage Broker,NSW,Parramatta,2010,House,Owner Occupier,Self-Employed,91.75,90-95%,1361000,1248700,1248700,26200,Active
LMI11040,CERT-2019-01040,2019-11-08,2019-11-25,2019,NAB,Mortgage Broker,SA,Morphett Vale,5046,House,Owner Occupier,PAYG,93.52,90-95%,351000,328300,328300,6900,Active
LMI11041,CERT-2022-01041,2022-04-08,2022-04-27,2022,Bendigo Bank,Mortgage Broker,WA,Mandurah,6010,House,First Home Buyer,PAYG,85.29,85-90%,844000,719800,719800,10100,Active
LMI11042,CERT-2019-01042,2019-10-11,2019-10-29,2019,Commonwealth Bank,Mortgage Broker,WA,Kalgoorlie,6210,Apartment,First Home Buyer,Self-Employed,83.1,80-85%,597000,496100,496100,4450,Active
LMI11043,CERT-2021-01043,2021-01-04,2021-02-06,2021,NAB,Bank Branch,QLD,Cairns,4051,House,Owner Occupier,PAYG,94.07,90-95%,576000,541800,541800,11400,Active
LMI11044,CERT-2021-01044,2021-07-08,2021-07-30,2021,Westpac,Bank Branch,NSW,Bondi,2100,House,Owner Occupier,Contract,90.82,90-95%,881000,800100,800100,16800,In Arrears
LMI11045,CERT-2020-01045,2020-09-11,2020-10-08,2020,Westpac,Bank Branch,QLD,Townsville,4122,Apartment,Investor,PAYG,93.67,90-95%,895000,838300,838300,17600,Active
LMI11046,CERT-2023-01046,2023-05-25,2023-06-28,2023,Westpac,Bank Branch,WA,Cannington,6210,Townhouse,Owner Occupier,PAYG,89.84,85-90%,591000,531000,531000,7450,Active
LMI11047,CERT-2021-01047,2021-05-01,2021-05-20,2021,ANZ,Mortgage Broker,NSW,Liverpool,2020,House,First Home Buyer,PAYG,94.78,90-95%,1246000,1181000,1181000,24800,Active
LMI11048,CERT-2020-01048,2020-12-03,2021-01-09,2020,Commonwealth Bank,Mortgage Broker,NSW,Liverpool,2200,Apartment,Investor,PAYG,70.41,≤80%,1084000,763200,763200,3800,Closed
LMI11049,CERT-2022-01049,2022-06-08,2022-07-04,2022,ING,Mortgage Broker,VIC,Box Hill,3000,House,Refinancer,PAYG,94.97,90-95%,893000,848100,848100,17800,Active
LMI11050,CERT-2024-01050,2024-05-30,2024-06-17,2024,ANZ,Online / Direct,NSW,Maitland,2170,Apartment,First Home Buyer,PAYG,73.84,≤80%,1232000,909700,909700,4550,Active
LMI11051,CERT-2022-01051,2022-09-30,2022-10-30,2022,Commonwealth Bank,Bank Branch,WA,Geraldton,6010,House,First Home Buyer,Self-Employed,94.1,90-95%,566000,532600,532600,11200,Default
LMI11052,CERT-2019-01052,2019-02-03,2019-03-08,2019,ANZ,Mortgage Broker,VIC,Geelong,3175,Apartment,Investor,Contract,94.71,90-95%,1134000,1074000,1074000,22550,Active
LMI11053,CERT-2022-01053,2022-09-05,2022-10-01,2022,Commonwealth Bank,Mortgage Broker,VIC,Footscray,3070,House,Investor,Self-Employed,90.97,90-95%,590000,536700,536700,11250,Active
LMI11054,CERT-2019-01054,2019-11-28,2020-01-08,2019,AMP Bank,Mortgage Broker,NSW,Penrith,2090,Apartment,First Home Buyer,PAYG,86.36,85-90%,940000,811800,811800,11350,Active
LMI11055,CERT-2019-01055,2019-05-16,2019-06-16,2019,Commonwealth Bank,Mortgage Broker,NSW,Campbelltown,2170,Apartment,Owner Occupier,PAYG,97.87,95%+,1762000,1724500,1724500,51750,In Arrears
